# angle, angle_rate, angle_acce, power
3.152971267700195312e-01,3.532854095101356506e-02,6.354411840438842773e-01,1.747608947753906250e+01
3.180685043334960938e-01,3.674279898405075073e-02,1.926931142807006836e-01,1.764790153503417969e+01
3.305902481079101562e-01,3.821156173944473267e-02,-1.660855114459991455e-01,1.851789093017578125e+01
3.340740203857421875e-01,3.964172303676605225e-02,-8.454748392105102539e-01,1.864830398559570312e+01
3.241205215454101562e-01,4.090084135532379150e-02,-1.318757295608520508e+00,1.809054183959960938e+01
3.018283843994140625e-01,4.187407717108726501e-02,-1.944711446762084961e+00,1.698057937622070312e+01
2.782711982727050781e-01,4.256308451294898987e-02,-2.089749574661254883e+00,1.598597145080566406e+01
2.532801628112792969e-01,4.296773299574851990e-02,-1.830207705497741699e+00,1.489746379852294922e+01
2.493700981140136719e-01,4.331304877996444702e-02,-1.647001504898071289e+00,1.513699913024902344e+01
2.418694496154785156e-01,4.356609284877777100e-02,-1.334024429321289062e+00,1.476636600494384766e+01
2.469921112060546875e-01,4.385770857334136963e-02,-3.645587861537933350e-01,1.524720859527587891e+01
2.473249435424804688e-01,4.413806647062301636e-02,4.002135619521141052e-02,1.520315933227539062e+01
2.515239715576171875e-01,4.444640502333641052e-02,6.888763308525085449e-01,1.548770427703857422e+01
2.684087753295898438e-01,4.490817338228225708e-02,1.001853466033935547e+00,1.650491714477539062e+01
2.752504348754882812e-01,4.541527107357978821e-02,1.123990774154663086e+00,1.667564773559570312e+01
2.868289947509765625e-01,4.601279646158218384e-02,1.627807617187500000e+00,1.732936668395996094e+01
3.018999099731445312e-01,4.673115536570549011e-02,2.330097675323486328e+00,1.812650489807128906e+01
3.442869186401367188e-01,4.783746600151062012e-02,3.070555686950683594e+00,2.059362602233886719e+01
3.755736351013183594e-01,4.920132830739021301e-02,3.444601535797119141e+00,2.190668106079101562e+01
4.097509384155273438e-01,5.083877593278884888e-02,3.940784692764282227e+00,2.362494277954101562e+01
4.627923965454101562e-01,5.292475968599319458e-02,4.276662349700927734e+00,2.650543403625488281e+01
5.151381492614746094e-01,5.542990565299987793e-02,4.467502117156982422e+00,2.904488563537597656e+01
5.662078857421875000e-01,5.832048878073692322e-02,4.940784931182861328e+00,3.155511283874511719e+01
6.237993240356445312e-01,6.164245307445526123e-02,5.360631942749023438e+00,3.453484725952148438e+01
6.835279464721679688e-01,6.539560854434967041e-02,5.582005977630615234e+00,3.757204055786132812e+01
7.409820556640625000e-01,6.953565031290054321e-02,6.207960128784179688e+00,4.046733856201171875e+01
7.985200881958007812e-01,7.404407113790512085e-02,6.269029140472412109e+00,4.344448089599609375e+01
8.701725006103515625e-01,7.904358953237533569e-02,6.658341884613037109e+00,4.734364700317382812e+01
9.503602981567382812e-01,8.459500968456268311e-02,6.971319198608398438e+00,5.157272720336914062e+01
1.019402503967285156e+00,9.055928140878677368e-02,6.864449024200439453e+00,5.499713897705078125e+01
1.099037170410156250e+00,9.702168405055999756e-02,7.582005977630615234e+00,5.932729339599609375e+01
1.174729347229003906e+00,1.039178892970085144e-01,7.727044105529785156e+00,6.326484680175781250e+01
1.254041671752929688e+00,1.112624108791351318e-01,8.238494873046875000e+00,6.754137420654296875e+01
1.325715065002441406e+00,1.189564391970634460e-01,8.345364570617675781e+00,7.131289672851562500e+01
1.409649848937988281e+00,1.271051168441772461e-01,8.406433105468750000e+00,7.602655029296875000e+01
1.494069099426269531e+00,1.356905549764633179e-01,8.864448547363281250e+00,8.059262084960937500e+01
1.571210861206054688e+00,1.446181386709213257e-01,8.162158966064453125e+00,8.473168945312500000e+01
1.650776863098144531e+00,1.538949906826019287e-01,8.070555686950683594e+00,8.918576049804687500e+01
1.724020957946777344e+00,1.634404510259628296e-01,8.192692756652832031e+00,9.323014831542968750e+01
1.806103706359863281e+00,1.733294576406478882e-01,7.887349605560302734e+00,9.796984863281250000e+01
1.853528976440429688e+00,1.831982731819152832e-01,6.093456268310546875e+00,1.003984298706054688e+02
1.896576881408691406e+00,1.930041313171386719e-01,4.543838024139404297e+00,1.031713867187500000e+02
1.965073585510253906e+00,2.030046582221984863e-01,5.307197093963623047e+00,1.076209335327148438e+02
2.043594360351562500e+00,2.132903635501861572e-01,6.307197093963623047e+00,1.122633819580078125e+02
2.112249374389648438e+00,2.237483412027359009e-01,6.116357326507568359e+00,1.161304779052734375e+02
2.175368309020996094e+00,2.343146055936813354e-01,5.543838024139404297e+00,1.198416748046875000e+02
2.213932037353515625e+00,2.447381913661956787e-01,4.085823059082031250e+00,1.221147308349609375e+02
2.230343818664550781e+00,2.548047304153442383e-01,2.085822820663452148e+00,1.234193191528320312e+02
2.269691467285156250e+00,2.647614181041717529e-01,2.872082471847534180e+00,1.265340270996093750e+02
2.291771888732910156e+00,2.744410336017608643e-01,2.452234983444213867e+00,1.281386718750000000e+02
2.297266960144042969e+00,2.836916744709014893e-01,2.613953948020935059e-01,1.289824523925781250e+02
2.271149635314941406e+00,2.922185957431793213e-01,-1.898909926414489746e+00,1.280920410156250000e+02
2.205699920654296875e+00,2.996646463871002197e-01,-5.769138813018798828e+00,1.252234497070312500e+02
2.139962196350097656e+00,3.060810267925262451e-01,-6.616466999053955078e+00,1.229429168701171875e+02
2.059378623962402344e+00,3.113707602024078369e-01,-8.578299522399902344e+00,1.196368637084960938e+02
1.961173057556152344e+00,3.154139518737792969e-01,-1.108974933624267578e+01,1.153826904296875000e+02
1.847220420837402344e+00,3.181154429912567139e-01,-1.181494045257568359e+01,1.103373107910156250e+02
1.725920677185058594e+00,3.194688856601715088e-01,-1.260120010375976562e+01,1.049876785278320312e+02
1.596305847167968750e+00,3.194584846496582031e-01,-1.395234489440917969e+01,9.912141418457031250e+01
1.464706420898437500e+00,3.181326389312744141e-01,-1.415845203399658203e+01,9.315338897705078125e+01
1.380814552307128906e+00,3.160341680049896240e-01,-1.156303215026855469e+01,9.010614776611328125e+01
1.317635536193847656e+00,3.134087920188903809e-01,-8.769139289855957031e+00,8.743657684326171875e+01
1.241067886352539062e+00,3.101490437984466553e-01,-9.540131568908691406e+00,8.350277709960937500e+01
1.114264488220214844e+00,3.057842254638671875e-01,-1.215081787109375000e+01,7.658477020263671875e+01
1.078393936157226562e+00,3.012789487838745117e-01,-7.761505126953125000e+00,7.619722747802734375e+01
1.090460777282714844e+00,2.971196174621582031e-01,-1.654635071754455566e+00,7.718556213378906250e+01
1.114942550659179688e+00,2.934130728244781494e-01,-1.508183330297470093e-01,7.812778472900390625e+01
1.128864288330078125e+00,2.900310456752777100e-01,-7.462381720542907715e-01,7.822344970703125000e+01
1.180248260498046875e+00,2.873319685459136963e-01,1.482769489288330078e+00,8.089958190917968750e+01
1.244854927062988281e+00,2.854139208793640137e-01,4.520937442779541016e+00,8.379964447021484375e+01
1.304841995239257812e+00,2.841916382312774658e-01,4.559105396270751953e+00,8.624333953857421875e+01
1.355119705200195312e+00,2.835332453250885010e-01,4.597273349761962891e+00,8.822230529785156250e+01
1.428130149841308594e+00,2.836378812789916992e-01,6.131624221801757812e+00,9.186028289794921875e+01
1.481612205505371094e+00,2.842721045017242432e-01,5.597273349761962891e+00,9.392994689941406250e+01
1.514167785644531250e+00,2.852001786231994629e-01,3.643074750900268555e+00,9.508022308349609375e+01
1.559756278991699219e+00,2.865377366542816162e-01,3.482769489288330078e+00,9.745462036132812500e+01
1.617462158203125000e+00,2.883854508399963379e-01,4.421700954437255859e+00,1.003965454101562500e+02
1.671217918395996094e+00,2.906783521175384521e-01,4.956051826477050781e+00,1.029191284179687500e+02
1.713415145874023438e+00,2.932786047458648682e-01,4.620173931121826172e+00,1.048252868652343750e+02
1.760070800781250000e+00,2.962153851985931396e-01,3.948418378829956055e+00,1.072482833862304688e+02
1.804962158203125000e+00,2.994542121887207031e-01,3.864448785781860352e+00,1.095111312866210938e+02
1.849170684814453125e+00,3.029732108116149902e-01,3.307196855545043945e+00,1.117905120849609375e+02
1.874743461608886719e+00,3.065719902515411377e-01,2.727044343948364258e+00,1.129335479736328125e+02
1.907040596008300781e+00,3.103137910366058350e-01,2.940784692764282227e+00,1.148422546386718750e+02
1.958292007446289062e+00,3.143810331821441650e-01,3.872082471847534180e+00,1.178379974365234375e+02
2.002829551696777344e+00,3.186902403831481934e-01,3.994219779968261719e+00,1.201004333496093750e+02
2.043900489807128906e+00,3.231947124004364014e-01,3.520937442779541016e+00,1.222872619628906250e+02
2.086393356323242188e+00,3.278989195823669434e-01,3.139257907867431641e+00,1.246439666748046875e+02
2.108044624328613281e+00,3.325844109058380127e-01,2.727044343948364258e+00,1.256800994873046875e+02
2.121212959289550781e+00,3.371673226356506348e-01,1.452235102653503418e+00,1.265540008544921875e+02
2.100256919860839844e+00,3.413115143775939941e-01,-1.166085481643676758e+00,1.254201278686523438e+02
2.045681953430175781e+00,3.447027504444122314e-01,-4.807306766510009766e+00,1.227395401000976562e+02
1.933753967285156250e+00,3.468051552772521973e-01,-9.250055313110351562e+00,1.169783859252929688e+02
1.853035926818847656e+00,3.479952514171600342e-01,-1.029585647583007812e+01,1.140946273803710938e+02
1.780145645141601562e+00,3.483969271183013916e-01,-8.402727127075195312e+00,1.110597229003906250e+02
1.673061370849609375e+00,3.477076888084411621e-01,-1.029585647583007812e+01,1.056565399169921875e+02
1.527181625366210938e+00,3.455941379070281982e-01,-1.400578022003173828e+01,9.832144165039062500e+01
1.422299385070800781e+00,3.425374031066894531e-01,-1.260120010375976562e+01,9.413494873046875000e+01
1.335746765136718750e+00,3.387680053710937500e-01,-9.395092964172363281e+00,9.028061676025390625e+01
1.280926704406738281e+00,3.346388638019561768e-01,-6.830207824707031250e+00,8.803131103515625000e+01
1.196664810180664062e+00,3.298735618591308594e-01,-7.555398464202880859e+00,8.332370758056640625e+01
1.076018333435058594e+00,3.241400718688964844e-01,-1.210501670837402344e+01,7.679280853271484375e+01
1.014212608337402344e+00,3.180751800537109375e-01,-1.017371940612792969e+01,7.453387451171875000e+01
1.002421379089355469e+00,3.121956288814544678e-01,-4.669902324676513672e+00,7.434015655517578125e+01
1.017105102539062500e+00,3.067569136619567871e-01,-3.263908624649047852e-01,7.493429565429687500e+01
9.939146041870117188e-01,3.013581931591033936e-01,-1.341657996177673340e+00,7.270700836181640625e+01
9.877166748046875000e-01,2.961674332618713379e-01,-1.486696243286132812e+00,7.223416137695312500e+01
1.039248466491699219e+00,2.917515635490417480e-01,2.070555686950683594e+00,7.511373901367187500e+01
1.080158233642578125e+00,2.879655659198760986e-01,3.513303756713867188e+00,7.635919189453125000e+01
1.088084220886230469e+00,2.844481170177459717e-01,1.062922120094299316e+00,7.577477264404296875e+01
1.088424682617187500e+00,2.811099588871002197e-01,-7.462381720542907715e-01,7.532916259765625000e+01
1.106902122497558594e+00,2.781234681606292725e-01,5.209373831748962402e-01,7.617929077148437500e+01
1.127316474914550781e+00,2.754904627799987793e-01,1.536204576492309570e+00,7.685840606689453125e+01
1.138373374938964844e+00,2.730996608734130859e-01,6.736091375350952148e-01,7.694566345214843750e+01
1.151484489440917969e+00,2.709595263004302979e-01,3.238777071237564087e-02,7.735271453857421875e+01
1.160920143127441406e+00,2.690207362174987793e-01,9.713190793991088867e-01,7.751440429687500000e+01
1.175143241882324219e+00,2.673211395740509033e-01,1.085822939872741699e+00,7.806237792968750000e+01
1.179922103881835938e+00,2.657542824745178223e-01,5.528853461146354675e-02,7.795130157470703125e+01
1.177622795104980469e+00,2.642427980899810791e-01,-1.508183330297470093e-01,7.757593536376953125e+01
1.184502601623535156e+00,2.628756761550903320e-01,3.453648686408996582e-01,7.791121673583984375e+01
1.197825431823730469e+00,2.617101371288299561e-01,7.270442843437194824e-01,7.850111389160156250e+01
1.204783439636230469e+00,2.606724798679351807e-01,-8.974963426589965820e-02,7.859284973144531250e+01
1.206877708435058594e+00,2.597076296806335449e-01,2.079602926969528198e-01,7.850411987304687500e+01
1.220126152038574219e+00,2.589235007762908936e-01,5.743725299835205078e-01,7.921237945556640625e+01
1.233612060546875000e+00,2.583134174346923828e-01,8.033801317214965820e-01,7.975206756591796875e+01
1.244092941284179688e+00,2.578386962413787842e-01,5.514717102050781250e-01,8.011418914794921875e+01
1.253165245056152344e+00,2.574784159660339355e-01,2.690289914608001709e-01,8.045397949218750000e+01
1.263829231262207031e+00,2.572427690029144287e-01,5.362045764923095703e-01,8.092992401123046875e+01
1.277989387512207031e+00,2.571605145931243896e-01,4.751358628273010254e-01,8.160914611816406250e+01
1.280031204223632812e+00,2.571028172969818115e-01,3.682656288146972656e-01,8.147605895996093750e+01
1.288015365600585938e+00,2.571278214454650879e-01,6.812427043914794922e-01,8.193725585937500000e+01
1.303845405578613281e+00,2.573098838329315186e-01,1.070555686950683594e+00,8.279388427734375000e+01
1.307164192199707031e+00,2.575160264968872070e-01,8.262808918952941895e-01,8.273570251464843750e+01
1.316625595092773438e+00,2.578064799308776855e-01,6.201740503311157227e-01,8.329144287109375000e+01
1.329622268676757812e+00,2.582123577594757080e-01,5.514717102050781250e-01,8.396750640869140625e+01
1.346550941467285156e+00,2.587672472000122070e-01,8.873496055603027344e-01,8.483856964111328125e+01
1.359665870666503906e+00,2.594255506992340088e-01,1.062922120094299316e+00,8.541246795654296875e+01
1.367902755737304688e+00,2.601332664489746094e-01,1.101090073585510254e+00,8.575694274902343750e+01
1.382151603698730469e+00,2.609481513500213623e-01,1.261395454406738281e+00,8.657243347167968750e+01
1.393484115600585938e+00,2.618355751037597656e-01,1.414067149162292480e+00,8.710610961914062500e+01
1.408627510070800781e+00,2.628300487995147705e-01,1.032387733459472656e+00,8.793899536132812500e+01
1.418375015258789062e+00,2.638723254203796387e-01,9.636854529380798340e-01,8.837331390380859375e+01
1.427206993103027344e+00,2.649507522583007812e-01,1.467502236366271973e+00,8.885119628906250000e+01
1.452990531921386719e+00,2.662331461906433105e-01,1.917883992195129395e+00,9.041716766357421875e+01
1.474240303039550781e+00,2.676638662815093994e-01,2.238494634628295898e+00,9.141196441650390625e+01
1.502923965454101562e+00,2.693099081516265869e-01,2.123990774154663086e+00,9.297034454345703125e+01
1.528833389282226562e+00,2.711327373981475830e-01,2.207960367202758789e+00,9.424033355712890625e+01
1.559631347656250000e+00,2.731724381446838379e-01,2.330097675323486328e+00,9.588452148437500000e+01
1.578623771667480469e+00,2.753000259399414062e-01,2.230860948562622070e+00,9.671697998046875000e+01
1.610188484191894531e+00,2.776369154453277588e-01,2.169792413711547852e+00,9.856179809570312500e+01
1.631140708923339844e+00,2.800664901733398438e-01,2.162158727645874023e+00,9.953144073486328125e+01
1.660664558410644531e+00,2.826698124408721924e-01,2.032387733459472656e+00,1.012403411865234375e+02
1.668077468872070312e+00,2.852170765399932861e-01,1.429334282875061035e+00,1.014179534912109375e+02
1.658644676208496094e+00,2.875426709651947021e-01,-1.050168126821517944e-01,1.009256286621093750e+02
1.649878501892089844e+00,2.896643280982971191e-01,-8.607419729232788086e-01,1.007572326660156250e+02
1.641215324401855469e+00,2.915932536125183105e-01,-8.836427927017211914e-01,1.005645294189453125e+02
1.635714530944824219e+00,2.933707237243652344e-01,-1.204253435134887695e+00,1.005514755249023438e+02
1.620950698852539062e+00,2.949117124080657959e-01,-1.959978699684143066e+00,9.988389587402343750e+01
1.612237930297851562e+00,2.962884902954101562e-01,-1.295856475830078125e+00,9.974210357666015625e+01
1.609912872314453125e+00,2.975731790065765381e-01,-7.004366517066955566e-01,9.987910461425781250e+01
1.626824378967285156e+00,2.989627718925476074e-01,3.148305118083953857e-01,1.011052627563476562e+02
1.639344215393066406e+00,3.004080653190612793e-01,7.270442843437194824e-01,1.017190322875976562e+02
1.635381698608398438e+00,3.017414510250091553e-01,-2.271542102098464966e-01,1.013780364990234375e+02
1.642354965209960938e+00,3.030779361724853516e-01,-4.103603363037109375e-01,1.020117568969726562e+02
1.644675254821777344e+00,3.043707907199859619e-01,-4.485282599925994873e-01,1.021562271118164062e+02
1.674132347106933594e+00,3.058935999870300293e-01,1.215593934059143066e+00,1.040904006958007812e+02
1.693969726562500000e+00,3.075385987758636475e-01,2.467502355575561523e+00,1.049524459838867188e+02
1.710229873657226562e+00,3.092639744281768799e-01,2.108723640441894531e+00,1.057730102539062500e+02
1.732772827148437500e+00,3.111284971237182617e-01,1.963685512542724609e+00,1.070611572265625000e+02
1.758461952209472656e+00,3.131566941738128662e-01,1.917883992195129395e+00,1.084476623535156250e+02
1.769940376281738281e+00,3.151982724666595459e-01,1.398800015449523926e+00,1.088972167968750000e+02
1.775475502014160156e+00,3.171930909156799316e-01,-2.104734443128108978e-02,1.092285308837890625e+02
1.769292831420898438e+00,3.190263807773590088e-01,-9.676122069358825684e-01,1.089237289428710938e+02
1.766802787780761719e+00,3.207430541515350342e-01,-2.805893421173095703e-01,1.090470581054687500e+02
1.783687591552734375e+00,3.225427865982055664e-01,1.230861067771911621e+00,1.103143920898437500e+02
1.795611381530761719e+00,3.243717551231384277e-01,1.391166448593139648e+00,1.109289550781250000e+02
1.792177200317382812e+00,3.260749280452728271e-01,-2.958565056324005127e-01,1.106673812866210938e+02
1.785034179687500000e+00,3.276215195655822754e-01,-1.402726769447326660e+00,1.104361267089843750e+02
1.791015625000000000e+00,3.291506171226501465e-01,-9.065435528755187988e-01,1.110841140747070312e+02
1.797483444213867188e+00,3.306679129600524902e-01,4.064335823059082031e-01,1.115255584716796875e+02
1.799754142761230469e+00,3.321320712566375732e-01,-1.431847512722015381e-01,1.116926651000976562e+02
1.782615661621093750e+00,3.333516120910644531e-01,-1.723337411880493164e+00,1.107070083618164062e+02
1.748732566833496094e+00,3.341713547706604004e-01,-3.257688522338867188e+00,1.089918746948242188e+02
1.712931632995605469e+00,3.345921337604522705e-01,-3.883642673492431641e+00,1.074195327758789062e+02
1.668673515319824219e+00,3.345492482185363770e-01,-4.051581859588623047e+00,1.053117828369140625e+02
1.634019851684570312e+00,3.341619670391082764e-01,-4.265322208404541016e+00,1.039183120727539062e+02
1.591026306152343750e+00,3.333641290664672852e-01,-3.914177179336547852e+00,1.017950515747070312e+02
1.469766616821289062e+00,3.313935697078704834e-01,-9.051581382751464844e+00,9.485109710693359375e+01
1.365464210510253906e+00,3.284785449504852295e-01,-1.302868080139160156e+01,9.027241516113281250e+01
1.314457893371582031e+00,3.251991868019104004e-01,-8.669901847839355469e+00,8.866095733642578125e+01
1.278079032897949219e+00,3.217200338840484619e-01,-4.876008987426757812e+00,8.698104858398437500e+01
1.234507560729980469e+00,3.179790973663330078e-01,-5.341658115386962891e+00,8.456682586669921875e+01
1.169740676879882812e+00,3.137775659561157227e-01,-7.349291801452636719e+00,8.092176818847656250e+01
1.096548080444335938e+00,3.090541660785675049e-01,-7.998146533966064453e+00,7.708363342285156250e+01
1.029389381408691406e+00,3.038953244686126709e-01,-7.845474720001220703e+00,7.372881317138671875e+01
1.022459983825683594e+00,2.989251613616943359e-01,-4.326390743255615234e+00,7.402125549316406250e+01
1.054120063781738281e+00,2.945201098918914795e-01,1.101090073585510254e+00,7.568197631835937500e+01
1.129648208618164062e+00,2.910905778408050537e-01,4.811013698577880859e+00,7.946684265136718750e+01
1.211754798889160156e+00,2.886535823345184326e-01,6.963685512542724609e+00,8.296894836425781250e+01
1.294591903686523438e+00,2.871668338775634766e-01,7.513303756713867188e+00,8.649066162109375000e+01
1.381818771362304688e+00,2.866266667842864990e-01,8.200326919555664062e+00,9.036364746093750000e+01
1.462510108947753906e+00,2.869204580783843994e-01,8.299563407897949219e+00,9.383336639404296875e+01
1.546604156494140625e+00,2.880404591560363770e-01,8.291930198669433594e+00,9.771185302734375000e+01
1.637290000915527344e+00,2.900113463401794434e-01,8.704143524169921875e+00,1.020209732055664062e+02
1.735495567321777344e+00,2.928657233715057373e-01,9.658342361450195312e+00,1.067642593383789062e+02
1.840499877929687500e+00,2.966274321079254150e-01,1.031483078002929688e+01,1.118826065063476562e+02
1.933449745178222656e+00,3.011305630207061768e-01,9.978952407836914062e+00,1.162030105590820312e+02
2.029425621032714844e+00,3.063682913780212402e-01,9.696510314941406250e+00,1.209989547729492188e+02
2.104596138000488281e+00,3.120958209037780762e-01,8.513303756713867188e+00,1.244972229003906250e+02
2.169245719909667969e+00,3.181834816932678223e-01,6.314830303192138672e+00,1.277511291503906250e+02
2.169625282287597656e+00,3.239705562591552734e-01,2.337731361389160156e+00,1.271767120361328125e+02
2.121956825256347656e+00,3.289915919303894043e-01,-3.135551214218139648e+00,1.247001113891601562e+02
2.041353225708007812e+00,3.329555392265319824e-01,-6.929444313049316406e+00,1.209396057128906250e+02
1.914526939392089844e+00,3.354530334472656250e-01,-1.150196361541748047e+01,1.147596359252929688e+02
1.758980751037597656e+00,3.362701833248138428e-01,-1.492944431304931641e+01,1.074639663696289062e+02
1.625173568725585938e+00,3.357083797454833984e-01,-1.460883331298828125e+01,1.018986968994140625e+02
1.485628128051757812e+00,3.337792456150054932e-01,-1.508974933624267578e+01,9.545423889160156250e+01
1.360023498535156250e+00,3.306905329227447510e-01,-1.519661998748779297e+01,8.986510467529296875e+01
1.261348724365234375e+00,3.267694711685180664e-01,-1.217371940612792969e+01,8.561582946777343750e+01
1.131311416625976562e+00,3.217441141605377197e-01,-1.215081787109375000e+01,7.882977294921875000e+01
1.017210960388183594e+00,3.158290088176727295e-01,-1.209738349914550781e+01,7.350907897949218750e+01
9.695034027099609375e-01,3.097325861454010010e-01,-7.379826068878173828e+00,7.200437164306640625e+01
9.351997375488281250e-01,3.035979270935058594e-01,-4.662268638610839844e+00,7.013590240478515625e+01
9.470167160034179688e-01,2.978882193565368652e-01,-9.218106865882873535e-01,7.092991638183593750e+01
1.024207115173339844e+00,2.932358682155609131e-01,5.528571128845214844e+00,7.505525970458984375e+01
1.153510093688964844e+00,2.901091575622558594e-01,1.104002094268798828e+01,8.138902282714843750e+01
1.284551620483398438e+00,2.884492278099060059e-01,1.254383850097656250e+01,8.703779602050781250e+01
1.396173477172851562e+00,2.879884839057922363e-01,1.135299873352050781e+01,9.156694793701171875e+01
1.521406173706054688e+00,2.888031005859375000e-01,1.165070819854736328e+01,9.741319274902343750e+01
1.674788475036621094e+00,2.911108434200286865e-01,1.399421977996826172e+01,1.049069290161132812e+02
1.813030242919921875e+00,2.946855723857879639e-01,1.516979217529296875e+01,1.110790710449218750e+02
1.908719062805175781e+00,2.990384995937347412e-01,1.187971591949462891e+01,1.149582061767578125e+02
1.878116607666015625e+00,3.028677403926849365e-01,2.284296274185180664e+00,1.117139053344726562e+02
1.758053779602050781e+00,3.053048849105834961e-01,-8.898909568786621094e+00,1.050502166748046875e+02
1.698385238647460938e+00,3.070234656333923340e-01,-8.059215545654296875e+00,1.036699676513671875e+02
1.667243003845214844e+00,3.083447515964508057e-01,-4.532497882843017578e+00,1.029370727539062500e+02
1.627455711364746094e+00,3.092020452022552490e-01,-5.150818347930908203e+00,1.011106033325195312e+02
1.569874763488769531e+00,3.094407021999359131e-01,-6.402726650238037109e+00,9.827509307861328125e+01
1.485261917114257812e+00,3.088212907314300537e-01,-8.005780220031738281e+00,9.399824523925781250e+01
1.398649215698242188e+00,3.073666989803314209e-01,-8.181352615356445312e+00,9.000135040283203125e+01
1.320837974548339844e+00,3.052067458629608154e-01,-8.417993545532226562e+00,8.651792144775390625e+01
1.244626045227050781e+00,3.023926615715026855e-01,-7.608833789825439453e+00,8.291217041015625000e+01
1.172827720642089844e+00,2.990013062953948975e-01,-7.517230510711669922e+00,7.949546051025390625e+01
1.101895332336425781e+00,2.950701713562011719e-01,-8.188985824584960938e+00,7.600078582763671875e+01
1.058224678039550781e+00,2.908989191055297852e-01,-5.738604545593261719e+00,7.415882110595703125e+01
1.026716232299804688e+00,2.866211533546447754e-01,-3.677536010742187500e+00,7.257181549072265625e+01
1.013466835021972656e+00,2.824247479438781738e-01,-2.761505365371704102e+00,7.190738677978515625e+01
9.967794418334960938e-01,2.782713174819946289e-01,-2.578299283981323242e+00,7.070604705810546875e+01
1.025384902954101562e+00,2.746115922927856445e-01,3.529984652996063232e-01,7.242483520507812500e+01
1.119997024536132812e+00,2.720809578895568848e-01,6.391166210174560547e+00,7.753607177734375000e+01
1.254171371459960938e+00,2.710186243057250977e-01,1.178047943115234375e+01,8.406002807617187500e+01
1.363400459289550781e+00,2.711016833782196045e-01,1.180338001251220703e+01,8.843733215332031250e+01
1.457746505737304688e+00,2.721240818500518799e-01,9.528571128845214844e+00,9.243020629882812500e+01
1.562145233154296875e+00,2.741393148899078369e-01,9.520936965942382812e+00,9.741049957275390625e+01
1.699876785278320312e+00,2.774311304092407227e-01,1.171177673339843750e+01,1.044027328491210938e+02
1.823596000671386719e+00,2.817955017089843750e-01,1.228429603576660156e+01,1.100314331054687500e+02
1.907699584960937500e+00,2.867827415466308594e-01,9.543838500976562500e+00,1.135140457153320312e+02
1.921771049499511719e+00,2.916613221168518066e-01,3.436967849731445312e+00,1.133517074584960938e+02
1.924661636352539062e+00,2.963248491287231445e-01,8.339144587516784668e-01,1.137317810058593750e+02
1.926645278930664062e+00,3.007750511169433594e-01,2.155938744544982910e-01,1.142355346679687500e+02
