# angle, angle_rate, angle_acce, power
-1.013689517974853516e+00,-2.014191895723342896e-01,2.766625881195068359e-01,-6.391032409667968750e+01
-1.010603904724121094e+00,-2.014542669057846069e-01,8.582288771867752075e-02,-6.409330749511718750e+01
-1.018154621124267578e+00,-2.015631049871444702e-01,-7.233374118804931641e-01,-6.462780761718750000e+01
-1.008038520812988281e+00,-2.015653401613235474e-01,-6.546351313591003418e-01,-6.386478042602539062e+01
-1.012488365173339844e+00,-2.016119509935379028e-01,-6.012000441551208496e-01,-6.432701110839843750e+01
-1.015979290008544922e+00,-2.016911506652832031e-01,-2.028681039810180664e+00,-6.447144317626953125e+01
-1.033119201660156250e+00,-2.019377797842025757e-01,-2.929444313049316406e+00,-6.549628448486328125e+01
-1.046130657196044922e+00,-2.023022025823593140e-01,-2.891276359558105469e+00,-6.603140258789062500e+01
-1.082046747207641602e+00,-2.030075639486312866e-01,-3.677536010742187500e+00,-6.809500122070312500e+01
-1.110327243804931641e+00,-2.039604485034942627e-01,-4.685169696807861328e+00,-6.929772186279296875e+01
-1.152868747711181641e+00,-2.052911072969436646e-01,-4.814940452575683594e+00,-7.155912780761718750e+01
-1.186088800430297852e+00,-2.068874537944793701e-01,-4.959978580474853516e+00,-7.301197052001953125e+01
-1.249380826950073242e+00,-2.090368866920471191e-01,-6.303490161895751953e+00,-7.655186462402343750e+01
-1.309361219406127930e+00,-2.116786539554595947e-01,-7.036314487457275391e+00,-7.939431762695312500e+01
-1.366955041885375977e+00,-2.147642672061920166e-01,-7.173718929290771484e+00,-8.219128417968750000e+01
-1.440097570419311523e+00,-2.184270173311233521e-01,-7.792039871215820312e+00,-8.605197906494140625e+01
-1.517683982849121094e+00,-2.226825058460235596e-01,-8.372192382812500000e+00,-8.996692657470703125e+01
-1.601690053939819336e+00,-2.275652885437011719e-01,-8.608833312988281250e+00,-9.426142120361328125e+01
-1.688039302825927734e+00,-2.330674082040786743e-01,-9.059215545654296875e+00,-9.864627838134765625e+01
-1.784978151321411133e+00,-2.392638176679611206e-01,-9.631733894348144531e+00,-1.037136383056640625e+02
-1.880230188369750977e+00,-2.461029142141342163e-01,-1.018135261535644531e+01,-1.085487213134765625e+02
-1.982685327529907227e+00,-2.536246180534362793e-01,-1.060883331298828125e+01,-1.139273834228515625e+02
-2.072593927383422852e+00,-2.616693377494812012e-01,-1.091417694091796875e+01,-1.184490661621093750e+02
-2.167963981628417969e+00,-2.702654898166656494e-01,-1.062410068511962891e+01,-1.235884475708007812e+02
-2.258908987045288086e+00,-2.793413102626800537e-01,-1.050196361541748047e+01,-1.284018554687500000e+02
-2.346688270568847656e+00,-2.888411283493041992e-01,-9.769139289855957031e+00,-1.331394500732421875e+02
-2.419994115829467773e+00,-2.985990047454833984e-01,-8.265321731567382812e+00,-1.370608978271484375e+02
-2.449785232543945312e+00,-3.081668913364410400e-01,-4.761505126953125000e+00,-1.385235900878906250e+02
-2.447976589202880859e+00,-3.172383308410644531e-01,-1.448528289794921875e+00,-1.387583312988281250e+02
-2.457997322082519531e+00,-3.259563744068145752e-01,-1.547764897346496582e+00,-1.402599792480468750e+02
-2.433831930160522461e+00,-3.339968919754028320e-01,1.697923541069030762e-01,-1.393621826171875000e+02
-2.408660650253295898e+00,-3.413836359977722168e-01,2.139257907867431641e+00,-1.389520416259765625e+02
-2.385978937149047852e+00,-3.481742441654205322e-01,1.498036623001098633e+00,-1.386565093994140625e+02
-2.340781211853027344e+00,-3.541733324527740479e-01,4.513303756713867188e+00,-1.368422393798828125e+02
-2.264507293701171875e+00,-3.591097593307495117e-01,6.940784931182861328e+00,-1.334005584716796875e+02
-2.219791173934936523e+00,-3.633521497249603271e-01,5.833914279937744141e+00,-1.324074096679687500e+02
-2.151213407516479492e+00,-3.666966855525970459e-01,6.078189373016357422e+00,-1.292798919677734375e+02
-2.037865400314331055e+00,-3.687404990196228027e-01,9.749944686889648438e+00,-1.236763000488281250e+02
-1.935604333877563477e+00,-3.696594834327697754e-01,1.017742633819580078e+01,-1.194549255371093750e+02
-1.854390621185302734e+00,-3.697203993797302246e-01,8.948418617248535156e+00,-1.162571334838867188e+02
-1.750025749206542969e+00,-3.687346577644348145e-01,9.269028663635253906e+00,-1.111432723999023438e+02
-1.628341913223266602e+00,-3.665813505649566650e-01,1.033009815216064453e+01,-1.052568511962890625e+02
-1.537655353546142578e+00,-3.636288344860076904e-01,8.956051826477050781e+00,-1.015270080566406250e+02
-1.464661836624145508e+00,-3.600940108299255371e-01,6.001853466033935547e+00,-9.828201293945312500e+01
-1.400183677673339844e+00,-3.560911417007446289e-01,5.536204338073730469e+00,-9.520230865478515625e+01
-1.355539798736572266e+00,-3.518419861793518066e-01,4.215593814849853516e+00,-9.317652893066406250e+01
-1.285895586013793945e+00,-3.471088409423828125e-01,4.986586093902587891e+00,-8.919641113281250000e+01
-1.217111110687255859e+00,-3.419245183467864990e-01,6.643074989318847656e+00,-8.567453765869140625e+01
-1.216229438781738281e+00,-3.369905650615692139e-01,2.276662588119506836e+00,-8.637493896484375000e+01
-1.220216989517211914e+00,-3.323432207107543945e-01,-7.386046051979064941e-01,-8.618647766113281250e+01
-1.221289157867431641e+00,-3.279389441013336182e-01,-9.218106865882873535e-01,-8.575334167480468750e+01
-1.233050584793090820e+00,-3.238725066184997559e-01,-1.143184781074523926e+00,-8.606864166259765625e+01
-1.273905515670776367e+00,-3.204179406166076660e-01,-3.173719167709350586e+00,-8.805678558349609375e+01
-1.313301324844360352e+00,-3.175300657749176025e-01,-4.555398464202880859e+00,-8.948725128173828125e+01
-1.334513187408447266e+00,-3.149986863136291504e-01,-2.288223028182983398e+00,-8.985023498535156250e+01
-1.369877099990844727e+00,-3.129475116729736328e-01,-3.188986301422119141e+00,-9.146443939208984375e+01
-1.424221754074096680e+00,-3.115423619747161865e-01,-5.700436592102050781e+00,-9.406516265869140625e+01
-1.476025342941284180e+00,-3.107254803180694580e-01,-6.059215068817138672e+00,-9.622468566894531250e+01
-1.525824308395385742e+00,-3.104474544525146484e-01,-5.837841033935546875e+00,-9.835780334472656250e+01
-1.613881587982177734e+00,-3.110638856887817383e-01,-7.524864196777343750e+00,-1.029877777099609375e+02
-1.682312011718750000e+00,-3.123337924480438232e-01,-7.143184661865234375e+00,-1.057766876220703125e+02
-1.758364677429199219e+00,-3.143007457256317139e-01,-6.906543731689453125e+00,-1.094586029052734375e+02
-1.840450048446655273e+00,-3.169902265071868896e-01,-8.211887359619140625e+00,-1.134482650756835938e+02
-1.898028612136840820e+00,-3.201209902763366699e-01,-6.196619987487792969e+00,-1.158518829345703125e+02
-1.936217546463012695e+00,-3.234771192073822021e-01,-4.082116127014160156e+00,-1.175141754150390625e+02
-1.991830825805664062e+00,-3.272215723991394043e-01,-4.127917766571044922e+00,-1.206434402465820312e+02
-2.030731439590454102e+00,-3.311677873134613037e-01,-3.425627470016479492e+00,-1.224425201416015625e+02
-2.033766746520996094e+00,-3.349470496177673340e-01,-5.477648973464965820e-01,-1.222999343872070312e+02
-2.052215814590454102e+00,-3.387218415737152100e-01,-9.370778799057006836e-01,-1.237571182250976562e+02
-2.084036588668823242e+00,-3.426260948181152344e-01,-2.723337411880493164e+00,-1.257799377441406250e+02
-2.089748382568359375e+00,-3.463922739028930664e-01,-8.073068857192993164e-01,-1.259292373657226562e+02
-2.058206796646118164e+00,-3.496547341346740723e-01,3.299563407897949219e+00,-1.241866531372070312e+02
-2.017248392105102539e+00,-3.523444533348083496e-01,4.467502117156982422e+00,-1.224728012084960938e+02
-1.975663423538208008e+00,-3.544838726520538330e-01,3.811013698577880859e+00,-1.208356170654296875e+02
-1.933560371398925781e+00,-3.560952544212341309e-01,3.887349605560302734e+00,-1.191262054443359375e+02
-1.864540576934814453e+00,-3.569359183311462402e-01,5.742311477661132812e+00,-1.156809844970703125e+02
-1.815105438232421875e+00,-3.572401702404022217e-01,6.070555686950683594e+00,-1.138820190429687500e+02
-1.773268938064575195e+00,-3.571108579635620117e-01,4.719410896301269531e+00,-1.121608657836914062e+02
-1.680266141891479492e+00,-3.560579717159271240e-01,8.849182128906250000e+00,-1.070386657714843750e+02
-1.602212667465209961e+00,-3.542771935462951660e-01,9.711776733398437500e+00,-1.036917724609375000e+02
-1.578168869018554688e+00,-3.523449897766113281e-01,4.940784931182861328e+00,-1.034131164550781250e+02
-1.538036346435546875e+00,-3.501080870628356934e-01,3.467502355575561523e+00,-1.011370544433593750e+02
-1.468739032745361328e+00,-3.472900688648223877e-01,7.123991012573242188e+00,-9.728363037109375000e+01
-1.370519399642944336e+00,-3.436307311058044434e-01,9.520936965942382812e+00,-9.207731628417968750e+01
-1.273400068283081055e+00,-3.391831815242767334e-01,1.104002094268798828e+01,-8.738181304931640625e+01
-1.236431360244750977e+00,-3.345883488655090332e-01,5.536204338073730469e+00,-8.638459014892578125e+01
-1.219616889953613281e+00,-3.300550878047943115e-01,1.856815218925476074e+00,-8.556421661376953125e+01
-1.165527820587158203e+00,-3.252075910568237305e-01,4.902616977691650391e+00,-8.203863525390625000e+01
-1.153904438018798828e+00,-3.204862475395202637e-01,3.894983291625976562e+00,-8.182939910888671875e+01
-1.172990560531616211e+00,-3.161918520927429199e-01,-6.088336110115051270e-01,-8.280491638183593750e+01
-1.199504375457763672e+00,-3.123773038387298584e-01,-1.982879400253295898e+00,-8.373673248291015625e+01
-1.178153991699218750e+00,-3.085399568080902100e-01,1.490403056144714355e+00,-8.156302642822265625e+01
-1.180974960327148438e+00,-3.049226999282836914e-01,1.742311477661132812e+00,-8.176972198486328125e+01
-1.187013149261474609e+00,-3.015466928482055664e-01,-1.126503944396972656e-01,-8.176561737060546875e+01
-1.214247941970825195e+00,-2.986118495464324951e-01,-2.196619749069213867e+00,-8.306188201904296875e+01
-1.259190559387207031e+00,-2.962731420993804932e-01,-3.402726650238037109e+00,-8.513438415527343750e+01
-1.289232254028320312e+00,-2.943518161773681641e-01,-3.043948173522949219e+00,-8.600498962402343750e+01
-1.340679883956909180e+00,-2.930410206317901611e-01,-3.692803144454956055e+00,-8.853066253662109375e+01
-1.434494495391845703e+00,-2.927339375019073486e-01,-6.975245952606201172e+00,-9.339851379394531250e+01
-1.515036582946777344e+00,-2.932476103305816650e-01,-7.944711685180664062e+00,-9.676210021972656250e+01
-1.552145004272460938e+00,-2.941066622734069824e-01,-4.914176940917968750e+00,-9.770243835449218750e+01
-1.594327211380004883e+00,-2.953445911407470703e-01,-3.082116127014160156e+00,-9.977406311035156250e+01
-1.636362314224243164e+00,-2.969409823417663574e-01,-1.715703845024108887e+00,-1.017803421020507812e+02
-1.663653135299682617e+00,-2.987304627895355225e-01,-1.043948054313659668e+00,-1.028931427001953125e+02
-1.706995248794555664e+00,-3.008638918399810791e-01,-3.219520568847656250e+00,-1.053000106811523438e+02
-1.736641883850097656e+00,-3.031871020793914795e-01,-4.295856475830078125e+00,-1.065874023437500000e+02
-1.772899866104125977e+00,-3.057567477226257324e-01,-2.982879400253295898e+00,-1.085548095703125000e+02
-1.784189939498901367e+00,-3.083108067512512207e-01,-8.531084060668945312e-01,-1.088527908325195312e+02
-1.770474672317504883e+00,-3.106000125408172607e-01,1.795746564865112305e+00,-1.080215988159179688e+02
-1.760500669479370117e+00,-3.126749992370605469e-01,2.261395454406738281e+00,-1.078505935668945312e+02
-1.737828254699707031e+00,-3.144195377826690674e-01,2.246128320693969727e+00,-1.067923736572265625e+02
-1.714374780654907227e+00,-3.158423304557800293e-01,2.849181652069091797e+00,-1.058823471069335938e+02
-1.696903944015502930e+00,-3.170192241668701172e-01,1.704143524169921875e+00,-1.053336715698242188e+02
-1.690024614334106445e+00,-3.180685043334960938e-01,9.789526462554931641e-01,-1.053223953247070312e+02
-1.649882316589355469e+00,-3.186639249324798584e-01,3.116357326507568359e+00,-1.030129318237304688e+02
-1.595075130462646484e+00,-3.186814486980438232e-01,5.589639663696289062e+00,-1.003344039916992188e+02
-1.544329643249511719e+00,-3.181906938552856445e-01,6.345365047454833984e+00,-9.812173461914062500e+01
-1.478365421295166016e+00,-3.170647919178009033e-01,6.360631942749023438e+00,-9.483010864257812500e+01
-1.413612127304077148e+00,-3.153476715087890625e-01,6.009487152099609375e+00,-9.182933044433593750e+01
-1.389268398284912109e+00,-3.134729564189910889e-01,3.574372529983520508e+00,-9.129891204833984375e+01
-1.384092092514038086e+00,-3.116402328014373779e-01,8.033801317214965820e-01,-9.123654937744140625e+01
-1.361961364746093750e+00,-3.096778392791748047e-01,1.269029021263122559e+00,-8.976551055908203125e+01
-1.314778089523315430e+00,-3.073417246341705322e-01,3.757578611373901367e+00,-8.700797271728515625e+01
-1.276124477386474609e+00,-3.047358691692352295e-01,4.872082233428955078e+00,-8.520317840576171875e+01
-1.227083683013916016e+00,-3.017699122428894043e-01,5.024754047393798828e+00,-8.256574249267578125e+01
-1.163022994995117188e+00,-2.983116507530212402e-01,5.849181652069091797e+00,-7.913491821289062500e+01
-1.103384017944335938e+00,-2.944298982620239258e-01,5.910250186920166016e+00,-7.620692443847656250e+01
-1.061954259872436523e+00,-2.903279364109039307e-01,4.956051826477050781e+00,-7.430802154541015625e+01
-1.003467321395874023e+00,-2.858462035655975342e-01,5.727044105529785156e+00,-7.098695373535156250e+01
-9.157075881958007812e-01,-2.807109653949737549e-01,7.322463989257812500e+00,-6.609217071533203125e+01
-8.360900878906250000e-01,-2.750363349914550781e-01,8.200326919555664062e+00,-6.217562866210937500e+01
-7.468400001525878906e-01,-2.687529027462005615e-01,7.833914279937744141e+00,-5.745606231689453125e+01
-6.616168022155761719e-01,-2.619314193725585938e-01,8.215594291687011719e+00,-5.310697174072265625e+01
-5.775423049926757812e-01,-2.546102702617645264e-01,8.520936965942382812e+00,-4.870830535888671875e+01
-4.919042587280273438e-01,-2.467988133430480957e-01,8.665975570678710938e+00,-4.414434051513671875e+01
-4.040908813476562500e-01,-2.384997904300689697e-01,9.123991012573242188e+00,-3.942607498168945312e+01
-2.985849380493164062e-01,-2.295606434345245361e-01,1.038353252410888672e+01,-3.358681488037109375e+01
-1.968035697937011719e-01,-2.200506329536437988e-01,1.055910491943359375e+01,-2.824075508117675781e+01
-8.653068542480468750e-02,-2.099134027957916260e-01,1.033773136138916016e+01,-2.223998069763183594e+01
1.249933242797851562e-02,-1.992927342653274536e-01,1.071177673339843750e+01,-1.704225730895996094e+01
1.268992424011230469e-01,-1.880590915679931641e-01,1.142170047760009766e+01,-1.062944412231445312e+01
2.390837669372558594e-01,-1.762652993202209473e-01,1.181864738464355469e+01,-4.575536251068115234e+00
3.681874275207519531e-01,-1.637701541185379028e-01,1.240643310546875000e+01,2.636137008666992188e+00
5.024547576904296875e-01,-1.505571007728576660e-01,1.296368503570556641e+01,9.934299468994140625e+00
6.426401138305664062e-01,-1.366028338670730591e-01,1.323849487304687500e+01,1.757902908325195312e+01
7.688131332397460938e-01,-1.220845654606819153e-01,1.342170047760009766e+01,2.430288696289062500e+01
9.120831489562988281e-01,-1.068595126271247864e-01,1.422322750091552734e+01,3.240783691406250000e+01
1.060297489166259766e+00,-9.091356396675109863e-02,1.494078445434570312e+01,4.058275604248046875e+01
1.218419551849365234e+00,-7.418368756771087646e-02,1.558200645446777344e+01,4.935989379882812500e+01
1.367002964019775391e+00,-5.680447071790695190e-02,1.574994373321533203e+01,5.743043518066406250e+01
1.530823707580566406e+00,-3.865601122379302979e-02,1.620032501220703125e+01,6.669243621826171875e+01
1.678627014160156250e+00,-1.993693970143795013e-02,1.595605087280273438e+01,7.474250793457031250e+01
1.848812580108642578e+00,-4.519664507824927568e-04,1.666597557067871094e+01,8.454335784912109375e+01
2.026051998138427734e+00,1.983115077018737793e-02,1.783391380310058594e+01,9.445771789550781250e+01
2.215330123901367188e+00,4.099289327859878540e-02,1.885681343078613281e+01,1.050778656005859375e+02
2.416186332702636719e+00,6.310510635375976562e-02,1.981864547729492188e+01,1.162927093505859375e+02
2.594897270202636719e+00,8.589882403612136841e-02,1.949803543090820312e+01,1.259918670654296875e+02
2.768511772155761719e+00,1.092890053987503052e-01,1.800948524475097656e+01,1.358302764892578125e+02
2.908998966217041016e+00,1.329145431518554688e-01,1.529193019866943359e+01,1.437274932861328125e+02
2.905810356140136719e+00,1.553269177675247192e-01,4.040021419525146484e+00,1.431863403320312500e+02
2.704504489898681641e+00,1.746056079864501953e-01,-1.466226863861083984e+01,1.326264343261718750e+02
2.589425086975097656e+00,1.917695701122283936e-01,-1.519661998748779297e+01,1.307675323486328125e+02
2.538576126098632812e+00,2.075668424367904663e-01,-8.288223266601562500e+00,1.312135162353515625e+02
2.421928405761718750e+00,2.214077860116958618e-01,-1.015845203399658203e+01,1.262335968017578125e+02
2.245521545410156250e+00,2.327926158905029297e-01,-1.682257461547851562e+01,1.184879913330078125e+02
2.070691108703613281e+00,2.418598830699920654e-01,-1.902104759216308594e+01,1.116876144409179688e+02
1.901347637176513672e+00,2.487803548574447632e-01,-1.879967498779296875e+01,1.049907379150390625e+02
1.701195240020751953e+00,2.533532977104187012e-01,-2.258593368530273438e+01,9.605550384521484375e+01
1.513439178466796875e+00,2.558200061321258545e-01,-2.072333908081054688e+01,8.823775482177734375e+01
1.349432468414306641e+00,2.565233111381530762e-01,-1.773097229003906250e+01,8.149973297119140625e+01
1.252579689025878906e+00,2.562229335308074951e-01,-1.379967308044433594e+01,7.840476226806640625e+01
1.256493568420410156e+00,2.559767365455627441e-01,-4.967612266540527344e+00,8.036219787597656250e+01
1.306780815124511719e+00,2.562457025051116943e-01,2.276662588119506836e+00,8.343841552734375000e+01
1.374517440795898438e+00,2.571785748004913330e-01,4.352998256683349609e+00,8.682948303222656250e+01
1.442566394805908203e+00,2.587453126907348633e-01,5.185059547424316406e+00,8.998832702636718750e+01
1.481656074523925781e+00,2.606246173381805420e-01,4.681242942810058594e+00,9.137502288818359375e+01
1.543164730072021484e+00,2.630250155925750732e-01,4.665975570678710938e+00,9.472328948974609375e+01
1.668374061584472656e+00,2.665575146675109863e-01,9.398799896240234375e+00,1.017317962646484375e+02
1.785289287567138672e+00,2.710825204849243164e-01,1.168124294281005859e+01,1.071786880493164062e+02
1.855095863342285156e+00,2.760793566703796387e-01,7.498036861419677734e+00,1.098972396850585938e+02
1.901799678802490234e+00,2.812933921813964844e-01,3.322463989257812500e+00,1.120489730834960938e+02
1.979705333709716797e+00,2.870257794857025146e-01,6.009487152099609375e+00,1.166018600463867188e+02
2.059812545776367188e+00,2.932726144790649414e-01,7.429334163665771484e+00,1.207812881469726562e+02
2.098053455352783203e+00,2.995895147323608398e-01,4.223227500915527344e+00,1.223302078247070312e+02
2.149034023284912109e+00,3.061003684997558594e-01,4.078189373016357422e+00,1.254399642944335938e+02
2.215005874633789062e+00,3.129454255104064941e-01,5.566739082336425781e+00,1.292837371826171875e+02
2.259553909301757812e+00,3.198936879634857178e-01,4.513303756713867188e+00,1.315391082763671875e+02
2.269338130950927734e+00,3.265923559665679932e-01,3.987999856472015381e-01,1.319976959228515625e+02
2.290163993835449219e+00,3.331643640995025635e-01,1.239908263087272644e-01,1.337530975341796875e+02
2.335440635681152344e+00,3.398605287075042725e-01,3.078189373016357422e+00,1.368395538330078125e+02
2.360230445861816406e+00,3.464697897434234619e-01,2.101089954376220703e+00,1.382074584960937500e+02
2.356983661651611328e+00,3.527161180973052979e-01,-8.378412127494812012e-01,1.381681518554687500e+02
2.375441551208496094e+00,3.588347434997558594e-01,-6.164671778678894043e-01,1.399664611816406250e+02
2.381821155548095703e+00,3.647112250328063965e-01,-2.500549852848052979e-01,1.406021881103515625e+02
2.285154342651367188e+00,3.693271875381469727e-01,-9.166085243225097656e+00,1.349381713867187500e+02
2.151771545410156250e+00,3.723785281181335449e-01,-1.391417694091796875e+01,1.286935424804687500e+02
2.081738471984863281e+00,3.745769858360290527e-01,-1.163936805725097656e+01,1.269559097290039062e+02
1.957767486572265625e+00,3.754257857799530029e-01,-1.244089508056640625e+01,1.206031036376953125e+02
1.792345523834228516e+00,3.745779395103454590e-01,-1.418135261535644531e+01,1.124815521240234375e+02
1.585563659667968750e+00,3.717046678066253662e-01,-2.142562866210937500e+01,1.023408050537109375e+02
1.418932437896728516e+00,3.673087656497955322e-01,-2.111265182495117188e+01,9.528581237792968750e+01
1.296441555023193359e+00,3.619077205657958984e-01,-1.615081977844238281e+01,9.015132904052734375e+01
1.231929779052734375e+00,3.561316132545471191e-01,-1.134929180145263672e+01,8.778565216064453125e+01
1.211565017700195312e+00,3.504407107830047607e-01,-6.196619987487792969e+00,8.712686157226562500e+01
1.201780796051025391e+00,3.449364900588989258e-01,-4.143184661865234375e+00,8.635029602050781250e+01
1.182806015014648438e+00,3.395177125930786133e-01,-3.059215307235717773e+00,8.482183837890625000e+01
1.166615486145019531e+00,3.342079520225524902e-01,-4.043948173522949219e+00,8.364170837402343750e+01
1.153795242309570312e+00,3.290354907512664795e-01,-3.135551214218139648e+00,8.263407897949218750e+01
1.161309719085693359e+00,3.241968154907226562e-01,-1.372192382812500000e+00,8.286016845703125000e+01
1.174460887908935547e+00,3.197315633296966553e-01,8.582288771867752075e-02,8.310728454589843750e+01
1.211515426635742188e+00,3.158601522445678711e-01,7.957465648651123047e-01,8.479415893554687500e+01
1.227936744689941406e+00,3.123465180397033691e-01,3.300977051258087158e-01,8.480644989013671875e+01
1.266967296600341797e+00,3.093988597393035889e-01,1.536204576492309570e+00,8.664702606201171875e+01
1.310373783111572266e+00,3.070326447486877441e-01,3.062922239303588867e+00,8.840979766845703125e+01
1.365307331085205078e+00,3.053340911865234375e-01,3.757578611373901367e+00,9.087416839599609375e+01
1.416562080383300781e+00,3.042329847812652588e-01,3.887349605560302734e+00,9.296144104003906250e+01
1.467792510986328125e+00,3.036992549896240234e-01,4.215593814849853516e+00,9.516838073730468750e+01
1.534268856048583984e+00,3.038569688796997070e-01,5.055288314819335938e+00,9.838897705078125000e+01
1.592678070068359375e+00,3.045909106731414795e-01,4.261395454406738281e+00,1.008913497924804688e+02
1.677186012268066406e+00,3.061332106590270996e-01,5.826281070709228516e+00,1.052365264892578125e+02
1.766093254089355469e+00,3.084874749183654785e-01,7.200326919555664062e+00,1.094651260375976562e+02
1.819836139678955078e+00,3.112614750862121582e-01,5.375899314880371094e+00,1.114736175537109375e+02
1.876839160919189453e+00,3.144668042659759521e-01,3.551471710205078125e+00,1.143575134277343750e+02
1.943763732910156250e+00,3.181810975074768066e-01,4.345365047454833984e+00,1.178479995727539062e+02
1.971492767333984375e+00,3.219869434833526611e-01,2.436967849731445312e+00,1.187372055053710938e+02
1.972012519836425781e+00,3.256077170372009277e-01,-1.616467237472534180e+00,1.186236572265625000e+02
1.960352420806884766e+00,3.289308547973632812e-01,-3.471429109573364258e+00,1.182138214111328125e+02
1.972597599029541016e+00,3.322102725505828857e-01,-2.227154254913330078e+00,1.195016937255859375e+02
1.962354660034179688e+00,3.352233171463012695e-01,-2.311123609542846680e+00,1.189391784667968750e+02
1.933046817779541016e+00,3.377926051616668701e-01,-4.417994022369384766e+00,1.175542221069335938e+02
1.928807258605957031e+00,3.401910662651062012e-01,-2.753871679306030273e+00,1.180503616333007812e+02
1.950602531433105469e+00,3.426875174045562744e-01,2.537618279457092285e-01,1.197215118408203125e+02
1.937125205993652344e+00,3.449243903160095215e-01,-1.692803025245666504e+00,1.187114410400390625e+02
1.881831645965576172e+00,3.464964628219604492e-01,-6.364558696746826172e+00,1.156752014160156250e+02
1.852651596069335938e+00,3.476981520652770996e-01,-5.685169696807861328e+00,1.149739074707031250e+02
1.837759971618652344e+00,3.486908674240112305e-01,-3.341658115386962891e+00,1.146701583862304688e+02
1.807572841644287109e+00,3.493320345878601074e-01,-4.463795661926269531e+00,1.131266708374023438e+02
1.763819217681884766e+00,3.495036363601684570e-01,-5.318757057189941406e+00,1.109703063964843750e+02
1.740672111511230469e+00,3.494351506233215332e-01,-4.448528289794921875e+00,1.103127517700195312e+02
1.702906608581542969e+00,3.489924669265747070e-01,-4.937077999114990234e+00,1.083418655395507812e+02
