angle, ax, az, gy, dt
-30.5575, 8712, 9316, -22481, 0.0030
-44.9358, 17580, 10600, -22177, 0.0040
-45.8362, 13676, 13696, -14294, 0.0040
-42.2870, 16556, 12832, -11492, 0.0030
-56.7860, 32767, 9236, -4228, 0.0040
-49.5766, 11904, 14868, 20682, 0.0040
-40.4354, 17540, 11548, 23771, 0.0030
-5.5133, -12000, 19944, 24919, 0.0040
37.1999, -11112, 20244, 18662, 0.0040
37.9182, -9296, 14452, 20791, 0.0030
46.5240, -12468, 12024, 16520, 0.0040
52.4617, -13248, 13388, 13205, 0.0040
58.2682, -32768, 20468, 6085, 0.0030
39.0822, -1792, 14308, -13818, 0.0040
32.5737, -20360, 19780, -23196, 0.0040
12.3640, 9416, 14400, -22935, 0.0030
-32.7021, 9488, 9720, -23077, 0.0040
-37.4941, 12012, 13056, -22131, 0.0040
-37.4116, 14272, 14520, -14685, 0.0030
-40.8198, 16252, 13768, -12196, 0.0040
-54.9000, 32767, 10100, -4262, 0.0040
-48.6559, 11780, 14968, 19800, 0.0040
-40.5046, 17920, 11536, 23667, 0.0030
-4.2837, -12476, 18424, 24273, 0.0040
37.6098, -10184, 20396, 18619, 0.0040
36.1387, -9040, 14800, 21004, 0.0030
44.3309, -11416, 12252, 16650, 0.0040
48.6337, -11936, 14176, 13326, 0.0040
55.5865, -32768, 21084, 6226, 0.0030
30.2404, 1972, 11456, -14245, 0.0040
26.4072, -23760, 19656, -22752, 0.0040
7.0245, 15808, 14012, -22851, 0.0030
-39.8544, 9976, 10520, -18699, 0.0040
-38.9530, 12808, 12068, -15107, 0.0040
-41.1283, 15252, 13684, -12934, 0.0030
-37.5412, 12840, 15468, -9564, 0.0040
-50.2895, 32767, 9488, -1253, 0.0040
-47.2828, 10404, 15140, 23307, 0.0030
-33.8066, 14856, 13548, 23307, 0.0040
3.1807, -16484, 20192, 25885, 0.0040
40.5013, -8420, 16320, 18334, 0.0030
37.6485, -9060, 13588, 20142, 0.0040
43.4051, -12064, 15060, 17351, 0.0040
47.8385, -12220, 13164, 13077, 0.0030
54.7570, -28364, 21508, 7579, 0.0040
38.9470, -3180, 14976, -14713, 0.0040
31.4759, -15676, 19596, -24256, 0.0030
13.7277, 7432, 17272, -22250, 0.0040
-30.5290, 13092, 11088, -22065, 0.0040
-42.5031, 13192, 12124, -21473, 0.0030
-38.1161, 12960, 14796, -13692, 0.0040
-38.8023, 14724, 12840, -12012, 0.0040
-53.7620, 32767, 11072, -7200, 0.0040
-50.5358, 12244, 13004, 20239, 0.0030
-40.1632, 15636, 12468, 20987, 0.0040
-1.6333, -12388, 18744, 25971, 0.0040
39.3527, -10916, 18356, 19119, 0.0030
37.5528, -7332, 12700, 21389, 0.0040
43.1852, -12928, 14388, 16497, 0.0040
49.1563, -12444, 13680, 12932, 0.0030
56.5632, -32768, 21280, 8330, 0.0040
41.5444, -3336, 14380, -17135, 0.0040
34.9236, -20048, 20348, -25179, 0.0030
8.8547, 11252, 13960, -24039, 0.0040
-30.4694, 7876, 11684, -21861, 0.0040
-34.9193, 13100, 11788, -21083, 0.0030
-38.8873, 13800, 15272, -15802, 0.0040
-38.3832, 15616, 14520, -13334, 0.0040
-53.4639, 30320, 9488, -3794, 0.0040
-47.6767, 11464, 15592, 18421, 0.0030
-35.2775, 15584, 13728, 22761, 0.0040
-0.2584, -11004, 16696, 24674, 0.0040
35.6945, -8408, 19296, 18679, 0.0030
37.4176, -10196, 13564, 21426, 0.0040
45.1344, -11664, 14444, 15918, 0.0040
46.3061, -11656, 14076, 12904, 0.0030
54.8792, -32768, 21864, 8620, 0.0040
40.8448, -3076, 14000, -18014, 0.0040
33.0387, -18936, 21404, -25129, 0.0030
3.5539, 12152, 11576, -24242, 0.0040
-33.8047, 8212, 12592, -22390, 0.0040
-35.1935, 13284, 11368, -20128, 0.0030
-39.2289, 13516, 15360, -16916, 0.0040
-37.7802, 16436, 15564, -14588, 0.0040
-54.5039, 27680, 7308, -3042, 0.0040
-46.8776, 10024, 15952, 17613, 0.0030
-33.7946, 14940, 12608, 23397, 0.0040
-2.3421, -9792, 16536, 23298, 0.0030
32.9890, -7460, 19488, 19293, 0.0040
35.5646, -10324, 14376, 20837, 0.0040
44.1150, -11776, 14924, 15553, 0.0030
45.1530, -11068, 14164, 12687, 0.0040
53.8232, -32768, 22376, 9831, 0.0040
45.6339, -6792, 16456, -18711, 0.0030
37.6025, -18028, 21020, -23748, 0.0040
1.9128, 12364, 10892, -24980, 0.0040
-37.1078, 10384, 13464, -22036, 0.0030
-36.2138, 12532, 11696, -20242, 0.0040
-38.6321, 14068, 15372, -16950, 0.0040
-37.8756, 17312, 16952, -15623, 0.0040
-53.6335, 23380, 6512, -2402, 0.0030
-41.8169, 6652, 15728, 16220, 0.0040
-26.7379, 12272, 12256, 23514, 0.0040
-1.4970, -9072, 17404, 22703, 0.0030
29.9981, -6480, 19856, 19478, 0.0040
33.5950, -10340, 14888, 20232, 0.0030
43.6311, -11004, 13948, 15332, 0.0040
44.6421, -11056, 14728, 12146, 0.0040
52.6340, -32768, 23432, 9442, 0.0040
45.8407, -6776, 15160, -18249, 0.0030
38.6673, -17096, 19624, -23061, 0.0040
5.9692, 10952, 12608, -24767, 0.0040
-35.8677, 11548, 12464, -21780, 0.0030
-39.6676, 12396, 10900, -21602, 0.0040
-38.4199, 13016, 15352, -17215, 0.0040
-38.3012, 19184, 16916, -16343, 0.0040
-54.5212, 32476, 9828, -3903, 0.0030
-38.5636, 5264, 16568, 15162, 0.0040
-22.3393, 11144, 12672, 23372, 0.0030
-2.8450, -6628, 17128, 22071, 0.0040
25.8645, -5780, 20160, 20636, 0.0040
31.4207, -9436, 14824, 20017, 0.0030
42.4127, -10792, 13752, 15935, 0.0040
44.9968, -10716, 13864, 13210, 0.0040
53.5392, -32768, 22540, 9258, 0.0030
43.3505, -4644, 14124, -15973, 0.0040
36.3617, -15920, 17440, -22697, 0.0040
14.2763, 7672, 15780, -23191, 0.0030
-28.2290, 11476, 12456, -21505, 0.0040
-38.4784, 11992, 11468, -22275, 0.0040
-36.5999, 12636, 15576, -16434, 0.0040
-37.7514, 19312, 16860, -16640, 0.0030
-55.3245, 32056, 8852, -4242, 0.0040
-34.2810, 2488, 18640, 14569, 0.0040
-27.8983, 19340, 10100, 22140, 0.0030
-9.1226, -10528, 18456, 22779, 0.0040
29.3362, -4564, 17680, 17247, 0.0040
27.7283, -8380, 16592, 16549, 0.0030
39.7238, -10380, 13032, 14865, 0.0040
45.5645, -10944, 13708, 11013, 0.0030
55.1884, -32768, 20440, 6221, 0.0040
33.4405, 904, 12588, -17850, 0.0040
25.2687, -17148, 18804, -21105, 0.0030
-3.7732, 15996, 8504, -24109, 0.0040
-46.3202, 9300, 10112, -20008, 0.0040
-32.0067, 10548, 15812, -17535, 0.0030
-37.2682, 14196, 10596, -15539, 0.0040
-44.2647, 18564, 16956, -16706, 0.0040
-47.8738, 18296, 10076, 7005, 0.0040
-31.2297, 5296, 19728, 9759, 0.0030
-20.8156, 11200, 12916, 27003, 0.0040
-5.1300, -4732, 16448, 22810, 0.0030
28.6919, -11136, 21864, 17781, 0.0040
34.8530, -7392, 13704, 18133, 0.0040
40.6687, -9856, 12260, 15957, 0.0030
42.6238, -9000, 14172, 12638, 0.0040
48.6481, -29068, 23520, 8091, 0.0030
42.9688, -5908, 14724, -14124, 0.0040
36.4899, -15632, 19476, -16756, 0.0040
14.4792, 7748, 19288, -23216, 0.0040
-27.9840, 12920, 12392, -21494, 0.0030
-35.1625, 9512, 12980, -23472, 0.0040
-27.1647, 8144, 13988, -15788, 0.0040
-32.5962, 16104, 14788, -16182, 0.0030
-61.5562, 32767, 896, -5631, 0.0040
-40.9250, 2676, 21996, 13172, 0.0040
-23.8108, 19196, 13576, 15775, 0.0030
-9.0983, -7904, 19336, 21670, 0.0040
27.6350, -6640, 19676, 19677, 0.0030
25.7221, -4912, 14644, 17168, 0.0040
27.5830, -6708, 16300, 14820, 0.0040
34.3773, -9016, 14240, 13602, 0.0030
51.2364, -30700, 20528, 10036, 0.0040
23.8048, 4296, 10692, -14504, 0.0030
18.7194, -21216, 19960, -12834, 0.0040
-2.4261, 14832, 7296, -23295, 0.0040
-42.1383, 6508, 10124, -14641, 0.0030
-23.0442, 8148, 16768, -13393, 0.0040
-26.8047, 10432, 12352, -13343, 0.0040
-29.6535, 10512, 17084, -13708, 0.0040
-42.2043, 21060, 9492, 2295, 0.0030
-28.5029, 1840, 20840, 14380, 0.0040
-21.4512, 14968, 11680, 20006, 0.0030
-7.9568, -7476, 18744, 20990, 0.0040
29.0760, -7384, 18348, 18700, 0.0040
26.6156, -4744, 15448, 16940, 0.0030
24.4847, -4888, 15272, 15778, 0.0040
29.3192, -8764, 17360, 14907, 0.0030
40.9893, -22352, 25344, 5047, 0.0040
9.9066, 7276, 10472, -8324, 0.0040
9.7092, -17920, 20272, -13744, 0.0030
5.0359, 11876, 12384, -19578, 0.0040
-26.3075, 4988, 12880, -15566, 0.0030
-17.0440, 6768, 14180, -11547, 0.0040
-21.5492, 7732, 13320, -13168, 0.0040
-25.8405, 10260, 15132, -13610, 0.0030
-44.5029, 20816, 8468, 282, 0.0040
-28.0938, 720, 20284, 13546, 0.0040
-9.9275, 9520, 15300, 16301, 0.0030
4.1283, -8112, 16748, 21376, 0.0040
29.2083, -5292, 16100, 19578, 0.0030
27.5387, -6500, 15524, 14220, 0.0040
22.4089, -2276, 16124, 15199, 0.0030
24.7844, -8460, 16276, 14411, 0.0040
42.0722, -24708, 26636, 3473, 0.0040
20.3550, 2920, 10596, -5810, 0.0030
18.5475, -18020, 21636, -15013, 0.0040
12.9599, 7904, 15928, -14241, 0.0030
-21.1090, 5084, 9452, -17449, 0.0040
-18.9413, 5816, 14508, -17691, 0.0040
-14.4689, 5108, 14380, -13295, 0.0030
-21.2667, 9064, 12672, -13207, 0.0040
-43.8751, 24104, 11380, -11459, 0.0040
-32.1814, 4436, 19304, 15797, 0.0030
-31.5167, 18124, 8816, 10596, 0.0040
-11.5955, -8992, 17980, 22893, 0.0040
19.6222, 472, 15492, 19406, 0.0030
19.5872, -7436, 14820, 18062, 0.0040
29.2943, -5696, 17776, 15056, 0.0030
27.5638, -7984, 18568, 15309, 0.0040
41.2882, -19440, 19336, 13405, 0.0040
14.9124, 7124, 12924, -7141, 0.0030
10.3879, -11768, 15812, -5026, 0.0040
10.0732, 8764, 15596, -14262, 0.0030
-9.3482, 544, 15652, -11487, 0.0040
-8.3044, 5644, 10988, -12598, 0.0040
-17.5103, 5176, 13788, -7664, 0.0030
-6.6856, 1760, 17884, -9854, 0.0040
-2.1356, 3672, 18108, -8231, 0.0030
-12.9250, 8756, 17032, -9591, 0.0040
-29.2638, 11800, 12016, 6837, 0.0030
-27.5647, 5488, 12016, 14980, 0.0040
-4.8478, -132, 12116, 16118, 0.0040
11.9383, -2304, 14272, 13474, 0.0030
15.2688, -1872, 14728, 17496, 0.0040
13.7726, -1820, 16840, 13903, 0.0030
13.9463, -2472, 18244, 13332, 0.0040
28.0948, -11792, 17212, 16135, 0.0030
33.7532, -7896, 22012, -9981, 0.0040
22.6969, -3892, 17256, -1422, 0.0040
12.0861, 328, 13772, -18841, 0.0030
8.8623, -2152, 18492, -13919, 0.0040
-0.6425, 3820, 10348, -23818, 0.0030
-12.5628, 4000, 13068, -20037, 0.0040
-16.2071, 6976, 13372, -17829, 0.0040
-14.5094, 3948, 16072, -18884, 0.0030
-11.5023, 6592, 16712, -18156, 0.0040
-43.4207, 25736, 5624, -12959, 0.0040
-28.9042, -2276, 18968, 5210, 0.0030
-15.2598, 14728, 11940, 6474, 0.0040
-8.8879, -5024, 14344, 13371, 0.0040
15.0149, 900, 15992, 11182, 0.0030
11.5892, -3724, 16792, 11616, 0.0040
20.4885, -4388, 16824, 9376, 0.0030
14.3928, -124, 17680, 8661, 0.0040
19.2242, -7852, 17376, 7748, 0.0030
36.4681, -16464, 23364, -717, 0.0040
27.7064, -1968, 15484, -12180, 0.0030
23.6983, -7416, 14132, -18486, 0.0040
1.8069, 9720, 13284, -20620, 0.0040
-6.8269, -2256, 12368, -20973, 0.0030
-18.1559, 15516, 9388, -21533, 0.0040
-35.0464, 5452, 12596, -16991, 0.0040
-15.9361, 4996, 13096, -16424, 0.0030
-16.7332, 8796, 18924, -19303, 0.0040
-30.4239, 13004, 11572, -9897, 0.0040
-24.1975, 4428, 19016, 2245, 0.0030
-21.3751, 11460, 12200, 7361, 0.0040
-8.7116, -3488, 16424, 12408, 0.0030
5.9453, 4176, 16540, 16517, 0.0040
7.0958, -3992, 15732, 14744, 0.0030
20.1495, -3440, 16140, 13382, 0.0040
6.2047, 3368, 13888, 13876, 0.0030
12.8652, -8372, 17628, 11669, 0.0040
34.2884, -11620, 20600, 3399, 0.0040
22.3764, -572, 17344, 1821, 0.0030
26.0502, -15500, 20368, -13142, 0.0040
9.7156, 7348, 12484, -11472, 0.0030
-8.8405, -60, 10648, -18598, 0.0040
-3.3430, 5260, 15004, -18861, 0.0030
-23.2098, 8852, 10688, -11234, 0.0040
-18.7489, 3076, 16732, -13469, 0.0040
-10.8215, 8188, 18548, -13178, 0.0030
-34.7099, 19012, 11736, -9491, 0.0040
-35.2489, 8720, 18352, 7382, 0.0040
-33.2067, 18128, 12784, 13003, 0.0030
-16.9316, -2004, 16360, 12438, 0.0040
6.8965, 2360, 18516, 17955, 0.0030
10.1646, -3280, 13740, 15546, 0.0040
24.8566, -6688, 16472, 14244, 0.0040
18.9851, -484, 14996, 13344, 0.0030
14.6950, -3852, 15920, 11462, 0.0040
34.3499, -15696, 17956, 13366, 0.0030
28.6729, -760, 15772, -5538, 0.0040
28.5977, -10532, 11896, -9364, 0.0030
23.1891, 2284, 16564, -12444, 0.0040
4.5052, -1052, 13572, -16316, 0.0040
-2.4417, 5516, 13864, -18812, 0.0030
-14.5254, 4852, 13548, -17349, 0.0040
-16.3153, 6004, 12752, -16183, 0.0040
-15.8598, 5364, 15596, -14901, 0.0030
-15.7453, 8396, 18044, -17200, 0.0040
-37.1660, 18732, 9964, -5510, 0.0040
-27.3693, 2092, 19796, 6884, 0.0030
-17.2000, 12684, 14048, 8702, 0.0040
-13.2615, -516, 17784, 14989, 0.0030
8.4501, -372, 19520, 17100, 0.0040
12.6634, -2796, 15724, 15248, 0.0030
17.8394, -3272, 16116, 16010, 0.0040
10.3023, 1308, 14664, 14989, 0.0040
17.0129, -8296, 17720, 12882, 0.0030
28.2174, -7892, 24744, 2411, 0.0040
16.0081, -296, 17808, 316, 0.0030
16.1675, -4216, 12636, -12317, 0.0040
10.1783, 2960, 15644, -13525, 0.0030
-0.3744, 544, 11968, -14030, 0.0040
-12.0036, 8744, 13024, -17802, 0.0030
-20.7057, 5288, 14488, -12532, 0.0040
-16.5675, 7204, 15028, -12935, 0.0040
-13.6822, 4428, 17268, -12257, 0.0030
-25.9638, 18752, 15648, -13569, 0.0040
-35.0190, 12012, 18436, 10591, 0.0040
-37.9613, 18696, 12292, 10071, 0.0030
-25.4459, 2312, 15964, 16758, 0.0040
-5.2709, 4736, 15776, 20350, 0.0040
3.7873, -2992, 17024, 18207, 0.0030
18.5728, -3528, 15376, 18297, 0.0040
13.5290, 40, 15348, 19534, 0.0030
15.9786, -4760, 14760, 16562, 0.0040
23.0137, -4316, 17324, 16491, 0.0030
31.0001, -15168, 22452, 10070, 0.0040
22.6769, 480, 12388, -2165, 0.0040
17.3671, -7104, 16100, -3780, 0.0030
3.0505, 7044, 11852, -6421, 0.0040
-1.2637, -4808, 17436, -14236, 0.0030
-6.1485, 9820, 11628, -16813, 0.0040
-31.1065, 8644, 12508, -7681, 0.0030
-23.9800, 7512, 15304, -9639, 0.0040
-12.4123, 3452, 17024, -9879, 0.0030
-12.9383, 9188, 17924, -11506, 0.0040
-33.3823, 12608, 9608, 3935, 0.0040
-23.2102, 2608, 20412, 6140, 0.0030
5.3536, -968, 13888, 18910, 0.0040
4.9559, 2168, 14872, 15795, 0.0030
11.2953, -4448, 14916, 20946, 0.0040
28.6284, -8076, 16252, 13499, 0.0030
17.8362, 1208, 14396, 14858, 0.0040
14.3704, -6552, 18556, 15476, 0.0030
29.4663, -11952, 24736, 1752, 0.0040
36.8754, -12544, 18232, 2904, 0.0040
27.8044, -2024, 14408, -13222, 0.0030
20.2919, -6236, 17212, -10800, 0.0040
10.5764, 2728, 13700, -15635, 0.0040
-9.0345, 4940, 14140, -16604, 0.0030
-11.0292, 4120, 15156, -17080, 0.0040
-10.1367, 4296, 13620, -15110, 0.0030
-14.6243, 6152, 13604, -12074, 0.0040
-16.8443, 6456, 16120, -15302, 0.0040
-35.5237, 17860, 9540, -7337, 0.0030
-23.5450, -524, 20740, 7463, 0.0040
-11.4243, 9488, 12116, 8339, 0.0040
-6.0844, -3296, 15528, 16268, 0.0030
9.0990, 2412, 17344, 15648, 0.0040
5.4020, -1336, 16520, 14771, 0.0030
15.7355, -3488, 15432, 16101, 0.0040
10.7413, 1264, 13444, 15055, 0.0030
26.1789, -13812, 14456, 13322, 0.0040
30.6387, -1376, 20100, -1260, 0.0030
22.3574, -9528, 18376, 4186, 0.0040
24.9325, -2504, 15300, -11382, 0.0030
-0.8456, 6132, 13952, -9908, 0.0040
-4.7069, -388, 12964, -13234, 0.0040
-0.4780, 4156, 15280, -15579, 0.0030
-19.9310, 8188, 10752, -9954, 0.0040
-23.1636, 5364, 13392, -9056, 0.0030
-13.2128, 4764, 15168, -8365, 0.0040
-22.7060, 11724, 13616, -9567, 0.0040
-33.4669, 11976, 14636, 3597, 0.0030
-29.3907, 11800, 18120, 6911, 0.0040
2.0468, -6456, 15072, 21140, 0.0030
11.7538, 3744, 15108, 15557, 0.0040
5.7258, -2968, 15248, 19775, 0.0040
25.4219, -7336, 15320, 15655, 0.0030
13.4069, 2856, 12408, 18016, 0.0040
10.9229, -6244, 16644, 18139, 0.0030
29.8164, -11188, 23696, 3059, 0.0040
34.9538, -10996, 18268, 8985, 0.0030
33.9444, -7712, 17624, -9525, 0.0040
23.0453, -2996, 17592, -7146, 0.0040
10.4568, 348, 13360, -15033, 0.0030
1.4123, 2132, 14720, -13227, 0.0040
-14.5550, 7308, 11064, -14197, 0.0030
-12.0207, 780, 14228, -14385, 0.0040
-13.6870, 9720, 12984, -12389, 0.0030
-17.4765, 2856, 14968, -11530, 0.0040
-9.3092, 6108, 16408, -11467, 0.0040
-27.5666, 15048, 13792, -7600, 0.0030
-29.3035, 7036, 15500, 5938, 0.0040
-27.3960, 12820, 13204, 10172, 0.0040
-16.4697, 600, 12864, 12669, 0.0030
1.9674, 2344, 17868, 16599, 0.0040
5.0392, -896, 15056, 15664, 0.0030
10.5603, -940, 14980, 15869, 0.0040
11.8301, -1492, 14472, 18288, 0.0030
13.7828, -1844, 13944, 14637, 0.0040
24.1489, -8296, 16508, 15479, 0.0030
33.5357, -11848, 23668, 5148, 0.0040
32.2653, -7636, 16776, 565, 0.0040
20.4493, -892, 15392, -9006, 0.0030
14.0423, -3112, 14844, -5444, 0.0040
13.1891, -360, 11892, -14494, 0.0030
-4.9997, 4440, 9824, -12649, 0.0040
-12.7589, 3392, 13788, -12877, 0.0030
-3.8954, 1748, 15232, -14224, 0.0040
-4.7044, 5100, 18436, -11798, 0.0030
-7.0492, 3344, 16652, -10272, 0.0040
-7.7501, 4932, 16284, -9309, 0.0040
-19.3386, 8772, 12668, -6252, 0.0030
-22.1232, 5328, 12684, 2864, 0.0040
-27.3747, 13008, 12828, 2418, 0.0030
-20.7301, 1920, 11124, 12741, 0.0040
-11.9028, 7376, 13920, 10132, 0.0030
-7.6476, 364, 15404, 15114, 0.0040
6.0406, 168, 16712, 11635, 0.0030
6.2344, 280, 15644, 17088, 0.0040
9.5065, -1664, 16296, 17757, 0.0030
14.1994, -2536, 17056, 13871, 0.0040
13.6045, -1388, 16776, 13806, 0.0030
26.2615, -11696, 17564, 17575, 0.0040
29.8401, -4604, 20900, -7454, 0.0040
30.2786, -10588, 15096, 847, 0.0030
23.2807, 460, 17300, -9106, 0.0040
-0.5551, 3004, 13624, -7681, 0.0030
-0.6090, 384, 14740, -13719, 0.0040
-1.2362, 3496, 14528, -14714, 0.0030
-9.5726, 4148, 12572, -10568, 0.0040
-10.3584, 4516, 16704, -13541, 0.0030
-5.7538, 2540, 15944, -10531, 0.0040
-8.4301, 5860, 15716, -11198, 0.0040
-28.1851, 11040, 9676, -4973, 0.0030
-28.3014, 5132, 13296, 2919, 0.0040
-29.6993, 15436, 12180, 2182, 0.0030
-17.8909, -492, 13144, 15152, 0.0040
-14.6711, 11804, 11588, 13027, 0.0030
-11.0315, -2848, 17172, 15350, 0.0040
10.0171, 1044, 16972, 12744, 0.0040
7.9576, -1488, 15852, 17549, 0.0030
14.3131, -2600, 16200, 15181, 0.0040
14.3010, -1716, 18116, 14319, 0.0030
29.6161, -13536, 16264, 14468, 0.0040
27.6443, -524, 16604, -535, 0.0040
21.8155, -8376, 15292, -7348, 0.0030
9.3970, 5876, 13892, -3933, 0.0040
-1.8207, -1456, 12880, -15063, 0.0030
5.9029, 1920, 15220, -13589, 0.0040
-7.5032, 4180, 11168, -8082, 0.0030
-7.0284, 1812, 16524, -13001, 0.0040
-5.1230, 4700, 15700, -10011, 0.0030
-6.4651, 2644, 16580, -9061, 0.0040
-7.1940, 4988, 15228, -7043, 0.0040
-18.7772, 8076, 12724, -4304, 0.0030
-18.7674, 4060, 12160, 4482, 0.0040
-17.4413, 8612, 14912, 7058, 0.0030
-13.9430, 2752, 13372, 9895, 0.0040
7.1884, -3548, 16432, 10213, 0.0030
3.7748, 4140, 12380, 11029, 0.0040
4.5177, -3308, 13676, 13424, 0.0030
16.8892, -1900, 17372, 11391, 0.0040
6.5520, 1960, 15920, 10851, 0.0030
7.5849, -2472, 16984, 12271, 0.0040
25.2197, -9508, 17744, 13806, 0.0030
36.9753, -16516, 26136, -4284, 0.0040
38.8063, -7952, 12556, -8400, 0.0030
22.9718, -288, 19296, -12085, 0.0040
-7.1486, 6368, 12104, -11072, 0.0040
-7.2854, -128, 12996, -15402, 0.0030
-8.1384, 7440, 13208, -13166, 0.0040
-14.9511, 3136, 13444, -12331, 0.0030
-7.8480, 4176, 15296, -10372, 0.0040
-8.5036, 4000, 15556, -9913, 0.0040
-20.1287, 10468, 13092, -8366, 0.0030
-29.3174, 8900, 13624, 1972, 0.0040
-21.3784, 6572, 15456, 3560, 0.0030
-24.1624, 5872, 7220, 15224, 0.0040
-19.1510, 3572, 15280, 9995, 0.0030
-0.8671, 628, 14024, 15573, 0.0040
8.2052, -1352, 15696, 12826, 0.0030
4.2793, 2608, 14124, 17105, 0.0040
7.0120, -3012, 16564, 16490, 0.0030
15.7528, -2032, 16292, 14124, 0.0040
5.7501, 2716, 15932, 15391, 0.0030
20.7821, -14764, 19580, 19312, 0.0040
27.6603, -1904, 23224, -11452, 0.0030
29.8882, -18236, 20268, 2491, 0.0040
15.6337, 4900, 11140, -11203, 0.0040
-0.5427, -3048, 17512, -7698, 0.0030
2.6674, 4132, 13328, -14452, 0.0040
-14.1150, 5132, 11696, -7713, 0.0030
-11.3259, 3860, 18556, -10977, 0.0040
-5.3823, 3372, 16296, -9509, 0.0040
-5.8729, 3800, 16616, -8053, 0.0030
-13.3169, 7916, 15740, -5517, 0.0040
-20.4140, 6480, 12608, -2485, 0.0030
-16.5824, 4464, 12668, 6993, 0.0040
-27.0371, 11356, 10068, 12145, 0.0030
-6.0220, -5648, 13672, 12738, 0.0040
12.5256, 2780, 13716, 12891, 0.0040
-2.7573, 1632, 11428, 17256, 0.0030
11.4499, -5904, 19432, 14773, 0.0040
14.0658, 880, 18028, 12783, 0.0030
6.7925, -776, 18620, 13679, 0.0040
22.7738, -10556, 18956, 15274, 0.0030
31.1871, -6916, 19408, 356, 0.0040
33.9442, -9964, 14212, -2825, 0.0030
18.9563, 2484, 13948, -8443, 0.0040
1.5618, -88, 14988, -6871, 0.0030
10.7261, -1896, 12912, -12531, 0.0040
-1.3191, 7028, 16028, -10305, 0.0030
-5.5767, 68, 16956, -10263, 0.0040
2.3180, 2728, 19888, -13714, 0.0030
-2.8876, 2860, 15136, -8298, 0.0040
0.4935, 324, 15904, -8445, 0.0030
0.9971, 2520, 14676, -6629, 0.0040
1.9674, -168, 13012, -6946, 0.0030
8.2892, -720, 14300, -6030, 0.0040
0.9954, 3284, 13252, -3821, 0.0030
-0.9093, 236, 13112, -2567, 0.0040
3.3136, 1512, 15692, -2435, 0.0030
-0.8248, 2448, 14856, -1287, 0.0030
0.4950, 796, 15604, 78, 0.0040
2.6777, 1424, 16156, 726, 0.0030
4.5221, -204, 15460, 613, 0.0030
5.9216, 588, 14968, 1234, 0.0030
2.3715, 1680, 15000, 2039, 0.0040
2.2925, 624, 14700, 2257, 0.0030
3.5271, 992, 14484, 2525, 0.0030
5.0308, -132, 14516, 3580, 0.0040
10.1348, -1848, 16676, 1035, 0.0030
13.8956, -2492, 17352, -1045, 0.0030
11.7237, -584, 15820, -3651, 0.0040
14.3060, -3776, 15808, -3977, 0.0040
23.6601, -6580, 17220, -8927, 0.0030
11.8187, 2436, 13816, -12258, 0.0040
5.5581, -2456, 16460, -13148, 0.0030
3.6275, 3976, 16256, -16143, 0.0040
-11.2102, 5208, 13416, -11955, 0.0030
-9.5711, 2740, 14696, -12971, 0.0040
1.7600, -420, 15692, -11819, 0.0040
0.4095, 3168, 13328, -12527, 0.0030
-6.7463, 3356, 14664, -8089, 0.0040
-7.9070, 4580, 16252, -10478, 0.0030
-17.8881, 8712, 13436, -4538, 0.0040
-22.1466, 5672, 12380, 5482, 0.0030
-18.0215, 6356, 13560, 8924, 0.0040
-7.0280, 712, 14948, 9865, 0.0030
2.5304, 1624, 15284, 11183, 0.0040
2.7889, 600, 14844, 14508, 0.0030
8.2022, -1364, 16660, 13877, 0.0040
10.3223, -552, 15980, 12165, 0.0030
6.4815, 904, 17424, 12847, 0.0040
8.5450, -1764, 16544, 13016, 0.0030
18.7759, -5532, 17440, 12326, 0.0030
30.7750, -13824, 23508, -2628, 0.0040
32.5982, -4996, 12556, -5755, 0.0040
22.9944, -3092, 15260, -12604, 0.0030
4.9285, 3336, 13068, -9541, 0.0040
2.8717, -1608, 12424, -14111, 0.0030
-0.2124, 5236, 14124, -14470, 0.0040
-3.1647, -400, 15132, -12024, 0.0040
-1.9186, 5432, 16792, -15906, 0.0030
-7.3289, 2656, 16160, -11125, 0.0040
0.6019, 620, 16396, -11414, 0.0030
-5.7392, 6300, 15564, -10412, 0.0040
-13.7114, 4084, 12416, -7078, 0.0030
-17.6277, 7976, 13760, -2793, 0.0040
-25.3302, 9072, 13520, 3016, 0.0040
-18.8753, 3524, 11192, 9027, 0.0030
-11.4987, 5000, 14296, 8629, 0.0040
-3.2249, 284, 15904, 13152, 0.0030
3.8735, 1312, 14476, 11907, 0.0040
3.0443, 724, 15264, 14663, 0.0030
9.3444, -2084, 15996, 15774, 0.0030
12.2259, -824, 15656, 12186, 0.0040
6.4857, 1200, 17264, 12161, 0.0030
7.1864, -1180, 15572, 14879, 0.0040
28.0652, -15532, 20068, 14053, 0.0030
20.5574, 2748, 15620, -8555, 0.0040
15.3797, -9844, 18600, -6275, 0.0040
-3.2203, 9724, 9004, -10403, 0.0030
-15.7562, -624, 12628, -6632, 0.0040
-4.9210, 5040, 10560, -11178, 0.0030
-14.4594, 4404, 15096, -6105, 0.0040
-6.3014, 2340, 14300, -6951, 0.0030
-4.9828, 4612, 19068, -7079, 0.0040
-15.6962, 9332, 15644, -2654, 0.0030
-21.8011, 7320, 14880, 5809, 0.0040
-12.8859, 3480, 14796, 8376, 0.0030
-4.4674, 2196, 13172, 9403, 0.0040
