angle, ax, az, gy, dt
-37.6502, 12952, 5908, -17711, 0.0040
-46.6807, 11224, 13320, -17416, 0.0040
-43.0441, 18484, 11452, -17306, 0.0040
-51.7064, 22120, 13800, 3249, 0.0030
-45.3373, 15908, 15196, 10332, 0.0040
-22.7365, 4908, 20684, 19415, 0.0040
-1.9272, 1212, 13976, 25425, 0.0030
11.2898, -4356, 18964, 24376, 0.0040
30.5402, -8656, 12992, 19695, 0.0030
38.3343, -6316, 11512, 16834, 0.0040
39.9973, -9152, 12132, 18365, 0.0030
52.7267, -20804, 14984, 15947, 0.0040
48.4389, -11180, 20192, -3448, 0.0040
35.5210, -13880, 24828, -14555, 0.0030
23.5264, -1508, 15948, -17374, 0.0040
-8.2465, 9540, 14192, -25166, 0.0040
-19.6356, 3988, 12864, -22447, 0.0040
-32.8839, 14376, 8068, -20642, 0.0030
-44.8958, 9736, 11040, -17098, 0.0040
-36.7075, 16304, 16732, -17575, 0.0040
-39.8415, 16968, 15232, -4685, 0.0030
-37.2512, 14232, 17160, 2201, 0.0040
-16.2166, 3080, 25904, 21949, 0.0040
-7.1038, 5716, 14196, 24476, 0.0030
12.0597, -11272, 18416, 24492, 0.0040
34.5291, -6048, 14152, 18573, 0.0030
31.4581, -5608, 11732, 17159, 0.0040
38.7563, -8444, 10948, 17094, 0.0040
50.4779, -16716, 14456, 15940, 0.0030
58.2446, -22928, 16880, 1682, 0.0040
48.6739, -12996, 21980, -10199, 0.0030
16.3288, 3092, 16716, -17340, 0.0040
4.4043, -2340, 18300, -25634, 0.0040
-15.0131, 11528, 9908, -22853, 0.0030
-50.4077, 11932, 5892, -18393, 0.0040
-37.5015, 6000, 13760, -15446, 0.0040
-27.6052, 12592, 12976, -15155, 0.0030
-47.2602, 24248, 12376, -12416, 0.0040
-47.1600, 15016, 15272, 7858, 0.0040
-47.3139, 23832, 11620, 12172, 0.0040
-27.8974, 1896, 18336, 20231, 0.0030
6.5884, -1184, 14972, 26915, 0.0040
16.7124, -3956, 15532, 22679, 0.0030
25.5230, -5496, 13344, 18845, 0.0040
38.3005, -9980, 11964, 17399, 0.0040
50.4068, -13324, 12532, 18131, 0.0030
56.3820, -27672, 21492, 4745, 0.0040
48.6087, -10044, 16196, -8381, 0.0030
24.7426, -1368, 15404, -16644, 0.0040
12.5491, -2364, 17008, -22713, 0.0040
-13.5574, 10620, 9916, -22460, 0.0040
-30.9948, 6004, 11708, -22020, 0.0030
-30.8916, 11044, 10336, -17814, 0.0040
-37.7691, 11280, 13024, -16769, 0.0040
-37.5438, 16116, 15232, -16290, 0.0030
-37.0743, 13188, 15460, 168, 0.0040
-38.6487, 17068, 14264, -537, 0.0040
-14.8164, -2952, 25068, 21597, 0.0030
-6.0048, 9568, 14648, 21489, 0.0040
5.7619, -10000, 17244, 27793, 0.0030
31.9611, -5800, 16472, 16441, 0.0040
28.5925, -6152, 14128, 15631, 0.0040
38.5778, -9292, 11268, 15586, 0.0030
48.8126, -15208, 15752, 15859, 0.0040
52.2477, -18664, 17436, -7169, 0.0040
40.8769, -9132, 22604, -12050, 0.0030
13.7169, 1924, 15492, -16903, 0.0040
-2.4484, 3008, 17256, -23764, 0.0040
-10.6486, 5496, 12668, -23764, 0.0030
-31.2391, 11968, 9600, -17230, 0.0040
-31.4305, 6852, 15376, -15660, 0.0030
-25.7549, 15732, 18800, -16947, 0.0040
-42.8325, 25416, 15672, -6156, 0.0040
-43.2333, 13784, 15684, 2571, 0.0040
-20.8822, 5892, 23144, 20315, 0.0030
-13.6038, 7760, 15072, 18821, 0.0040
0.1091, -4320, 18676, 25586, 0.0030
23.3718, -6316, 18156, 22209, 0.0040
27.4131, -5736, 14724, 17710, 0.0030
35.5704, -8428, 11756, 17514, 0.0040
45.5074, -10700, 12300, 17903, 0.0040
54.2611, -21376, 15768, 3732, 0.0030
50.2590, -11816, 17664, -7504, 0.0040
30.7014, -2596, 9684, -15006, 0.0040
20.2870, -4524, 19376, -18538, 0.0030
-12.6566, 14200, 11664, -24350, 0.0040
-22.6516, 1708, 14728, -21617, 0.0040
-27.3328, 16748, 9576, -20187, 0.0030
-40.9082, 9576, 14248, -16994, 0.0040
-30.1082, 12220, 15264, -13790, 0.0040
-46.0884, 26300, 11628, -7571, 0.0040
-38.6053, 8756, 19516, 1536, 0.0030
-42.2939, 29716, 8404, 15163, 0.0040
-29.8706, -120, 18520, 15357, 0.0030
9.3143, -1176, 17772, 27665, 0.0040
15.9610, -3692, 15436, 24825, 0.0030
29.7184, -8896, 14468, 18159, 0.0040
38.1146, -8704, 14892, 16612, 0.0040
48.3570, -15196, 11792, 18946, 0.0030
61.8174, -17900, 11336, 2362, 0.0040
54.2570, -11288, 14640, -6147, 0.0030
17.0070, 3992, 13660, -16125, 0.0040
4.2606, -3856, 17284, -19077, 0.0040
-15.6026, 13660, 9208, -21559, 0.0030
-35.1720, 6572, 13120, -17594, 0.0040
-22.7046, 7760, 12844, -14227, 0.0040
-28.4692, 11908, 15052, -14090, 0.0030
-31.1719, 14504, 19548, -13246, 0.0040
-40.4006, 18764, 12108, 1480, 0.0040
-34.5167, 7112, 14908, 9967, 0.0040
-16.1222, 6620, 17424, 20823, 0.0030
-6.1232, 1288, 12544, 21838, 0.0040
11.5983, -4984, 19160, 23426, 0.0030
24.2911, -4944, 13948, 22031, 0.0040
29.6438, -7588, 15968, 17627, 0.0030
35.4094, -8980, 14832, 17234, 0.0040
44.9255, -14532, 14876, 17234, 0.0040
55.5641, -18032, 13604, 840, 0.0030
38.9082, -3696, 17772, -7064, 0.0040
18.9916, -3936, 16380, -15897, 0.0030
9.6793, 2308, 20072, -17614, 0.0040
-18.3778, 10524, 11572, -22470, 0.0040
-28.5729, 7644, 15036, -23620, 0.0030
-28.7538, 11896, 12832, -16285, 0.0040
-37.3840, 11948, 12264, -16219, 0.0040
-41.9387, 20132, 15724, -14057, 0.0040
-41.3713, 14088, 14736, 4711, 0.0030
-50.5659, 25060, 8608, 7404, 0.0040
-27.7733, -560, 21620, 21992, 0.0030
1.0128, 3332, 13380, 24492, 0.0040
13.7716, -9308, 18336, 25875, 0.0030
34.2964, -7800, 15156, 18942, 0.0040
33.3691, -6952, 14812, 16665, 0.0040
38.5512, -9872, 12744, 17837, 0.0030
51.9348, -26912, 21088, 16407, 0.0040
50.2934, -14172, 20152, -10433, 0.0030
42.7345, -16424, 21272, -12590, 0.0040
18.8276, 2376, 10744, -15335, 0.0040
-3.3403, 1980, 17900, -24313, 0.0040
-11.4321, 7784, 14256, -21318, 0.0030
-37.2042, 13552, 8436, -16268, 0.0040
-34.1388, 6360, 15312, -14233, 0.0040
-26.7246, 12716, 13424, -13804, 0.0030
-46.6727, 26720, 13836, -8510, 0.0040
-44.2298, 13956, 17108, 11095, 0.0040
-44.0939, 21664, 11004, 20542, 0.0030
-25.0183, 388, 16812, 19989, 0.0040
10.3924, -1872, 14380, 26496, 0.0040
22.5577, -6004, 14092, 23577, 0.0030
33.1384, -7164, 13004, 17439, 0.0040
40.8302, -11512, 14420, 17315, 0.0030
51.8155, -18052, 14736, 18983, 0.0040
51.8412, -16680, 20556, -428, 0.0040
34.9445, -4980, 15568, -8341, 0.0030
18.3751, -2284, 20300, -17101, 0.0040
1.1266, 4716, 16092, -20342, 0.0040
-24.8084, 9812, 9652, -21945, 0.0030
-41.1458, 12136, 10560, -21558, 0.0040
-42.0399, 11356, 10464, -13706, 0.0040
-39.7670, 13092, 13200, -13791, 0.0030
-50.6938, 26160, 9908, -11657, 0.0040
-50.0243, 16472, 17028, 10440, 0.0040
-48.2547, 22568, 9836, 16972, 0.0030
-24.4660, -1140, 20512, 21998, 0.0040
20.9700, -7604, 17088, 27173, 0.0040
30.5060, -6596, 16016, 23486, 0.0030
33.4801, -7484, 12856, 18236, 0.0040
41.9748, -12188, 14784, 17754, 0.0030
53.1214, -24248, 18596, 17688, 0.0040
48.0848, -10420, 17964, -9498, 0.0040
36.9301, -14832, 24612, -11230, 0.0040
15.3002, 2860, 12352, -17481, 0.0030
-16.5775, 9412, 14828, -20408, 0.0040
-23.6649, 8112, 15964, -22206, 0.0040
-34.6623, 12272, 8700, -15450, 0.0030
-41.4893, 11040, 12776, -14226, 0.0040
-36.8702, 15576, 15384, -13964, 0.0040
-46.7391, 21144, 11688, 3087, 0.0030
-41.3751, 10488, 14788, 9929, 0.0040
-12.8663, 1720, 20828, 24703, 0.0040
9.2322, -1836, 12156, 24858, 0.0030
23.5944, -8472, 18980, 23020, 0.0040
30.0797, -4632, 11640, 18641, 0.0030
38.2358, -11856, 13868, 17658, 0.0040
53.5280, -20428, 15888, 19282, 0.0040
57.4492, -19096, 16644, -1115, 0.0030
41.3335, -8556, 22640, -7608, 0.0040
21.8368, -3080, 16784, -16350, 0.0040
8.2406, 2072, 19084, -23219, 0.0030
-4.3881, 3600, 13696, -20738, 0.0040
-17.7235, 7572, 11724, -23704, 0.0030
-29.6209, 9676, 12104, -16836, 0.0040
-34.0759, 10676, 11916, -14693, 0.0040
-36.2387, 15148, 16236, -15178, 0.0040
-40.0381, 15952, 13432, 85, 0.0030
-43.8750, 17328, 13964, -277, 0.0040
-38.7465, 15460, 18276, 25985, 0.0030
-28.1229, 6232, 10588, 19426, 0.0040
9.3131, -12452, 18176, 27163, 0.0040
37.0451, -6440, 13772, 22385, 0.0030
41.3388, -12360, 13128, 18097, 0.0040
49.3365, -11408, 13044, 17272, 0.0030
49.1227, -11988, 12876, 14497, 0.0040
52.0972, -21732, 20000, 4500, 0.0040
51.9638, -15672, 16668, -5051, 0.0030
36.7936, -4108, 12892, -16739, 0.0040
18.9285, -2796, 19780, -21723, 0.0040
-14.9410, 13896, 11644, -23511, 0.0030
-25.5943, 3964, 16912, -24037, 0.0040
-26.4249, 14288, 11324, -20891, 0.0040
-45.1177, 12960, 10568, -16447, 0.0040
-42.2030, 17528, 16896, -15493, 0.0030
-45.9123, 19480, 11868, -2304, 0.0040
-43.0589, 14024, 16348, -2289, 0.0040
-21.2581, 5912, 20772, 25661, 0.0040
-13.1827, 5552, 11916, 19477, 0.0030
11.5880, -12536, 18872, 27644, 0.0040
36.8773, -6916, 14440, 19681, 0.0030
34.9059, -7476, 12972, 17535, 0.0040
42.9721, -10568, 11884, 17424, 0.0040
49.1397, -12356, 13484, 14030, 0.0030
52.1579, -23828, 21396, 4238, 0.0040
48.2225, -12180, 17276, -7913, 0.0040
39.6498, -8068, 13188, -17668, 0.0030
25.1205, -2160, 18844, -21653, 0.0040
-16.7540, 12932, 10120, -24435, 0.0040
-30.2507, 4960, 13212, -23487, 0.0030
-32.7319, 14420, 9340, -19411, 0.0040
-44.7231, 12644, 12832, -16988, 0.0040
-42.3209, 17692, 13648, -16465, 0.0040
-45.8728, 14492, 11228, 1772, 0.0030
-53.0529, 22632, 9552, -2991, 0.0040
-20.4883, -5440, 24684, 22545, 0.0030
-8.4150, 10912, 11420, 21173, 0.0040
3.7087, -14824, 20148, 28002, 0.0040
37.6189, -7044, 15500, 14162, 0.0030
32.1185, -7720, 16000, 14218, 0.0040
41.4051, -11936, 12832, 13471, 0.0040
49.1998, -15000, 16964, 12823, 0.0030
46.9323, -16596, 20412, -10484, 0.0040
38.4790, -8716, 18416, -15311, 0.0040
7.3071, 5260, 12320, -18951, 0.0030
-13.5197, 4476, 15564, -24687, 0.0040
-18.7152, 8716, 13312, -24043, 0.0040
-31.8427, 9984, 10824, -15715, 0.0030
-35.6592, 12984, 14876, -15149, 0.0040
-47.6003, 30692, 13292, -11315, 0.0040
-36.3140, 6556, 18860, 7527, 0.0030
-31.7432, 21176, 13084, 16884, 0.0040
-25.7976, 2236, 16608, 18696, 0.0040
11.8212, -5260, 17316, 24737, 0.0030
24.0296, -4376, 14648, 22553, 0.0040
32.5602, -9116, 13440, 16318, 0.0030
41.5423, -9916, 14268, 15853, 0.0040
50.3861, -16128, 12732, 16419, 0.0040
55.3809, -15452, 15340, 2441, 0.0030
46.6462, -10472, 14944, -9507, 0.0040
21.8003, 1192, 17244, -15738, 0.0040
3.2092, 656, 19396, -22688, 0.0030
-21.5097, 14708, 11028, -24206, 0.0040
-40.4430, 8992, 10788, -22337, 0.0030
-38.2094, 12872, 11204, -14459, 0.0040
-40.0944, 14344, 15056, -15696, 0.0040
-50.0994, 24416, 9356, -12447, 0.0040
-52.7259, 16680, 14224, 9112, 0.0030
-51.5918, 22680, 9432, 9310, 0.0040
-23.8254, -1840, 18304, 20143, 0.0030
11.0412, -500, 14920, 22451, 0.0040
20.9665, -8660, 18304, 24175, 0.0040
36.7329, -9816, 14676, 15499, 0.0030
43.5309, -11296, 13836, 13753, 0.0040
53.0560, -17900, 13588, 16790, 0.0030
59.4280, -23548, 18112, -1601, 0.0040
36.8915, -2024, 13712, -9736, 0.0040
14.5904, -2860, 19652, -22078, 0.0030
1.4406, 4852, 15284, -19404, 0.0040
-20.5927, 8132, 11392, -25372, 0.0040
-35.7845, 12496, 11228, -23113, 0.0030
-37.7201, 11016, 13268, -15053, 0.0040
-35.1623, 14544, 15616, -16616, 0.0040
-47.7518, 26948, 12508, -7712, 0.0040
-40.6576, 8472, 15072, 2849, 0.0030
-32.5652, 18216, 15428, 19597, 0.0040
-33.5339, 7612, 12400, 14681, 0.0030
-4.8950, -2436, 19012, 27559, 0.0040
17.0181, -3380, 16064, 24349, 0.0040
31.3465, -12180, 16540, 18524, 0.0030
41.9548, -9188, 13960, 15935, 0.0040
46.3748, -12372, 12296, 14976, 0.0040
50.9431, -18860, 20364, 7182, 0.0030
50.4704, -14000, 14124, -2206, 0.0040
38.6148, -5224, 14508, -18204, 0.0040
24.8916, -5432, 17116, -16604, 0.0030
-8.6650, 13828, 12868, -26552, 0.0040
-21.1396, 2136, 17452, -24526, 0.0040
-28.5174, 19592, 10360, -21455, 0.0030
-47.0489, 12684, 13008, -16652, 0.0040
-37.9562, 15268, 15840, -16015, 0.0040
-47.5901, 21912, 10732, -4664, 0.0040
-49.1665, 15528, 14204, -1421, 0.0030
-43.3417, 20440, 15352, 23124, 0.0040
-38.5488, 8812, 11092, 15655, 0.0040
-2.0002, -7516, 20568, 27822, 0.0030
23.1770, -3352, 16328, 25242, 0.0040
30.3607, -10944, 15844, 19244, 0.0030
43.3434, -9664, 12464, 17864, 0.0040
50.4508, -14488, 12696, 17051, 0.0040
57.4350, -19872, 15412, 3910, 0.0030
57.3677, -15540, 13372, -4629, 0.0040
37.5686, -2464, 10532, -15725, 0.0040
18.4724, -4192, 20660, -22820, 0.0030
-4.6273, 8648, 13424, -23758, 0.0040
-19.4183, 5700, 17660, -24534, 0.0040
-27.4518, 13460, 11656, -20599, 0.0030
-39.9773, 12368, 13204, -18262, 0.0040
-40.1159, 18008, 15488, -18184, 0.0040
-42.3418, 15564, 13928, 1565, 0.0040
-54.4340, 23864, 6840, -1239, 0.0030
-27.5646, -2368, 26756, 18412, 0.0040
-7.8888, 9808, 13916, 21893, 0.0030
1.1257, -7916, 18812, 27258, 0.0040
29.7416, -7060, 17316, 16305, 0.0030
34.7378, -9508, 14540, 15017, 0.0040
42.1843, -10744, 14244, 13860, 0.0040
47.2047, -13548, 14344, 13629, 0.0030
53.6994, -16528, 13652, -371, 0.0040
48.3358, -12716, 19344, -12412, 0.0040
21.0509, 924, 14196, -18397, 0.0030
1.8738, 1232, 15160, -25352, 0.0040
-22.6110, 12212, 9352, -24559, 0.0030
-47.3599, 11200, 8052, -20600, 0.0040
-36.9659, 8732, 14076, -16847, 0.0040
-31.6017, 12976, 13524, -16104, 0.0030
-47.2986, 30944, 15508, -11036, 0.0040
-41.6306, 12456, 19144, 6947, 0.0040
-39.6238, 23060, 13136, 21055, 0.0040
-37.1434, 7876, 14672, 15340, 0.0030
-0.4690, -3992, 17532, 27348, 0.0040
14.8254, -580, 15300, 23811, 0.0030
29.2152, -12740, 14236, 20065, 0.0040
47.3153, -11092, 13984, 16234, 0.0040
48.1545, -11708, 12224, 15144, 0.0030
49.3785, -17344, 19840, 6567, 0.0040
52.0411, -16112, 13800, 421, 0.0040
32.7701, -760, 13248, -20835, 0.0030
21.4572, -9020, 17488, -15881, 0.0040
-6.6282, 12636, 9604, -26351, 0.0030
-24.0773, 1688, 13076, -24490, 0.0040
-28.4543, 15276, 8300, -20865, 0.0040
-44.8242, 11724, 13748, -16668, 0.0030
-37.8916, 16820, 15272, -16093, 0.0040
-45.9590, 22292, 14600, -6278, 0.0040
-40.1783, 15320, 20508, 2561, 0.0040
-24.5049, 11956, 24332, 24303, 0.0030
-17.9116, 6592, 14732, 20290, 0.0040
6.1794, -7400, 18308, 24550, 0.0030
24.1899, -3256, 15568, 23671, 0.0040
32.1308, -10780, 13864, 19222, 0.0040
45.0485, -8872, 11368, 17251, 0.0030
47.6686, -11644, 12400, 16161, 0.0040
50.9276, -20688, 20852, 4561, 0.0030
51.3793, -16972, 17140, -4317, 0.0040
39.1739, -4696, 12232, -17820, 0.0040
24.1654, -4548, 16932, -20636, 0.0030
-13.3125, 12888, 9452, -24802, 0.0040
-34.7553, 6496, 12452, -25439, 0.0040
-33.5512, 13172, 10480, -19559, 0.0040
-40.5633, 12184, 13572, -18844, 0.0030
-40.0394, 18760, 15480, -18679, 0.0040
-39.5097, 14552, 16548, 1604, 0.0040
-42.2188, 18048, 11960, 717, 0.0030
-18.4992, -2416, 25144, 22336, 0.0040
-11.8070, 11784, 12304, 23178, 0.0040
1.6444, -12392, 19464, 25656, 0.0030
33.9526, -5544, 14388, 15865, 0.0040
32.9340, -8040, 13544, 14653, 0.0030
42.3679, -9884, 11792, 14897, 0.0040
48.0857, -11604, 12864, 13620, 0.0040
53.6395, -19356, 15368, -1237, 0.0030
43.6589, -8492, 20168, -11121, 0.0040
16.7823, 388, 13880, -20873, 0.0040
3.3916, 1008, 15224, -21940, 0.0030
-15.3726, 9000, 11084, -22664, 0.0040
-35.8205, 11220, 11336, -20987, 0.0030
-30.1009, 7816, 14796, -15723, 0.0040
-25.9200, 12048, 16380, -15972, 0.0040
-45.0069, 26680, 11808, -12138, 0.0040
-45.6850, 15300, 19340, 7761, 0.0030
-41.7938, 23104, 13736, 18579, 0.0040
-24.2327, 1124, 18272, 15660, 0.0040
10.5477, -3112, 17216, 26818, 0.0030
18.2426, -3424, 16704, 25169, 0.0040
28.9231, -9472, 15252, 16423, 0.0030
42.7407, -11440, 13876, 15702, 0.0040
53.8291, -18552, 13544, 17350, 0.0040
60.0855, -22024, 16912, 335, 0.0030
45.3195, -7864, 16752, -9628, 0.0040
22.3322, -1308, 10740, -14314, 0.0040
10.6072, -600, 18092, -21871, 0.0030
-8.0773, 6876, 11824, -22501, 0.0040
-22.5349, 6800, 13360, -23670, 0.0030
-26.6185, 11884, 14972, -19365, 0.0040
-31.5815, 12204, 16236, -16739, 0.0040
-44.4588, 23764, 11460, -17391, 0.0040
-50.0890, 14520, 12724, 3388, 0.0030
-54.0616, 22988, 7148, 157, 0.0040
-28.0708, -1176, 24032, 21521, 0.0030
-14.7453, 11796, 11136, 19202, 0.0040
0.6731, -12528, 19068, 27258, 0.0040
33.8589, -7352, 20264, 15868, 0.0030
31.4078, -8212, 14948, 14624, 0.0040
38.6000, -10028, 14720, 13973, 0.0040
43.1839, -10436, 13300, 11949, 0.0030
48.9888, -18500, 17704, 1157, 0.0040
46.2623, -11100, 16952, -9284, 0.0040
21.7070, 480, 11332, -17399, 0.0030
9.5134, -1900, 11688, -22729, 0.0040
-11.9281, 9976, 9908, -22400, 0.0030
-35.1788, 9424, 12384, -22655, 0.0040
-31.2005, 12456, 16404, -17730, 0.0040
-28.6022, 11660, 18372, -15707, 0.0030
-31.1175, 17372, 19096, -15986, 0.0040
-40.2961, 15816, 12764, -548, 0.0040
-38.3354, 10368, 12856, 1091, 0.0040
-18.6739, 4304, 19792, 21246, 0.0030
-17.1290, 8584, 11680, 18326, 0.0040
-4.7802, -4352, 19964, 27078, 0.0030
20.4442, -4844, 19376, 21631, 0.0040
26.6236, -8844, 19052, 16231, 0.0030
33.2289, -7824, 15076, 15608, 0.0040
41.5838, -12396, 13980, 13791, 0.0040
51.1090, -20308, 19036, 4190, 0.0030
55.1491, -14876, 12432, -1875, 0.0040
18.9009, 3412, 7300, -16571, 0.0040
10.6828, -9008, 13368, -15683, 0.0030
-7.5156, 15992, 8784, -24123, 0.0040
-36.6541, 8172, 18140, -17976, 0.0030
-23.9569, 10792, 14772, -13343, 0.0040
-27.8755, 12176, 19400, -12615, 0.0040
-29.1471, 15768, 19680, -13070, 0.0040
-44.4967, 28068, 14164, 1343, 0.0030
-28.2948, 1760, 14180, 12779, 0.0040
-14.6533, 10888, 14700, 20566, 0.0040
-10.4151, -296, 13936, 25180, 0.0030
16.1670, -5924, 19788, 19609, 0.0040
23.2664, -4548, 16264, 15983, 0.0030
28.2691, -7084, 14012, 14689, 0.0040
34.0528, -7540, 14716, 14057, 0.0040
41.2420, -11912, 13520, 11368, 0.0030
53.7368, -17796, 13624, -742, 0.0040
37.2308, -2368, 14960, -12225, 0.0040
20.2278, -3788, 11088, -14539, 0.0030
10.9918, 2868, 17736, -21939, 0.0040
-6.3070, 4032, 14700, -24107, 0.0040
-25.5334, 11372, 10328, -24144, 0.0030
-33.7676, 10920, 17476, -17692, 0.0040
-26.1765, 10864, 16972, -16358, 0.0040
-46.2508, 28028, 8908, -13860, 0.0030
-47.4911, 10384, 14444, 3895, 0.0040
-50.7464, 30524, 5784, 2659, 0.0040
-32.0602, -484, 21548, 21684, 0.0030
-14.7103, 11592, 11516, 23233, 0.0040
-0.8283, -9888, 17888, 26927, 0.0030
32.8249, -8188, 20008, 18637, 0.0040
32.7732, -8556, 15452, 15414, 0.0040
39.0150, -10340, 14792, 15272, 0.0030
45.6771, -15692, 17224, 14179, 0.0040
39.0040, -4788, 11864, -797, 0.0040
45.2770, -23892, 16508, -2290, 0.0030
16.3056, 7828, 10972, -16078, 0.0040
0.7621, -6360, 13812, -22424, 0.0030
-9.6489, 13936, 9380, -25124, 0.0040
-40.7525, 9248, 12048, -15879, 0.0040
-30.2436, 9972, 13988, -13747, 0.0030
-29.8428, 12872, 17208, -12912, 0.0040
-43.2348, 23416, 12328, -11434, 0.0040
-54.4352, 21412, 12384, 12323, 0.0040
-48.3329, 15696, 12832, 15921, 0.0030
-20.8434, 1492, 16264, 21114, 0.0040
13.0634, -4916, 16228, 26013, 0.0030
23.0397, -4408, 16896, 24083, 0.0040
25.5915, -5800, 14332, 17032, 0.0040
34.7492, -10400, 15848, 17116, 0.0030
46.5530, -16764, 16404, 17643, 0.0040
55.7053, -14172, 11108, 1831, 0.0040
47.7529, -11176, 18916, -14622, 0.0030
27.5417, -3052, 14560, -9830, 0.0040
2.5261, 5440, 15724, -23303, 0.0040
-11.1436, 4116, 15076, -23368, 0.0030
-32.9730, 14264, 7364, -24918, 0.0040
-43.6785, 10752, 14344, -15696, 0.0030
-32.5395, 12156, 14152, -16771, 0.0040
-49.5945, 32188, 11056, -9115, 0.0040
-41.9701, 11516, 23564, 4291, 0.0040
-42.9337, 29104, 8524, 19089, 0.0030
-38.1061, 4996, 16496, 19589, 0.0040
6.6487, -5292, 18908, 27868, 0.0030
21.0484, -2964, 14164, 23942, 0.0040
31.3996, -10860, 14772, 21469, 0.0040
44.2547, -10580, 13620, 18100, 0.0030
46.0734, -11840, 14096, 19177, 0.0040
52.0420, -22048, 18444, 3331, 0.0040
57.6108, -20656, 16208, -6154, 0.0030
33.6457, -532, 11660, -11857, 0.0040
10.7818, -1968, 16840, -21669, 0.0040
-9.0287, 8364, 11156, -22454, 0.0030
-26.5450, 7168, 13324, -24594, 0.0040
-25.5869, 10900, 15556, -19130, 0.0030
-32.5639, 12584, 13756, -17305, 0.0040
-36.8870, 19232, 20220, -17623, 0.0040
-38.3158, 15200, 14704, 4000, 0.0040
-56.0497, 27196, 5008, 108, 0.0030
-31.1057, -1456, 25568, 26581, 0.0040
-12.8730, 9848, 10324, 24407, 0.0030
1.9388, -11656, 18004, 25367, 0.0040
34.0114, -6576, 17572, 17662, 0.0040
35.2683, -10928, 15136, 16225, 0.0030
41.1395, -8692, 13732, 15239, 0.0040
44.7327, -16888, 18152, 14905, 0.0040
50.8160, -13240, 13268, 740, 0.0030
46.9762, -17524, 24040, -12911, 0.0040
24.5949, -128, 12968, -12343, 0.0040
9.7653, -1636, 14016, -27327, 0.0030
-8.1276, 8472, 12140, -22684, 0.0040
-42.1504, 14224, 7716, -21386, 0.0030
-41.3368, 9896, 14984, -17364, 0.0040
-27.8546, 11808, 17148, -16218, 0.0040
-39.8831, 20484, 12964, -15590, 0.0030
-35.3031, 8212, 16796, 5889, 0.0040
-43.7318, 28280, 7644, -135, 0.0040
-21.8897, -6008, 19340, 24293, 0.0030
-11.7123, 12308, 8556, 22326, 0.0040
-1.2719, -13024, 16660, 29692, 0.0030
36.3364, -5792, 15736, 16163, 0.0040
31.2753, -9324, 17464, 15545, 0.0040
41.8388, -11576, 13112, 16817, 0.0030
47.1228, -16716, 20668, 5571, 0.0040
51.7157, -19392, 15736, 2125, 0.0040
23.8142, 2824, 9720, -20887, 0.0030
9.4956, -6432, 15240, -17099, 0.0040
-13.3624, 11712, 6272, -24719, 0.0030
-38.0345, 6792, 13676, -18814, 0.0040
-29.4696, 11172, 11240, -14317, 0.0040
-31.7179, 11468, 18964, -13814, 0.0030
-25.9747, 12484, 18980, -14486, 0.0040
-41.7555, 22872, 11596, 2695, 0.0040
-37.7988, 7836, 16040, 5998, 0.0040
-5.5033, -316, 17804, 23916, 0.0030
-5.7353, 5772, 11324, 22899, 0.0040
9.0560, -10872, 18396, 24642, 0.0030
34.9101, -7280, 15692, 16633, 0.0040
30.3023, -6232, 15748, 14751, 0.0030
35.4223, -10820, 15344, 14568, 0.0040
43.9067, -12320, 15496, 13530, 0.0040
53.2187, -17496, 12596, 95, 0.0030
48.1030, -8324, 15004, -11961, 0.0040
18.9854, 740, 11404, -12070, 0.0030
9.3884, -2188, 12160, -24390, 0.0040
-0.8726, 6464, 14660, -23681, 0.0040
-33.1999, 13952, 9856, -18931, 0.0030
-38.2634, 11524, 17004, -16848, 0.0040
-29.4016, 12896, 17096, -14492, 0.0040
-32.8206, 17236, 19716, -13820, 0.0030
-33.1127, 9400, 11980, 2373, 0.0040
-30.3195, 12192, 16884, -1705, 0.0040
-21.0557, 5824, 15964, 23146, 0.0030
-20.3706, 7224, 10292, 18340, 0.0040
-1.9038, -5324, 17724, 30748, 0.0030
20.8683, -2896, 15892, 23377, 0.0040
28.7984, -12080, 18836, 19991, 0.0040
40.5988, -9932, 14608, 18550, 0.0030
46.6604, -13228, 13300, 18388, 0.0040
52.3269, -18624, 18044, 1927, 0.0040
49.5603, -17076, 20368, -5011, 0.0030
25.0011, 540, 11060, -11953, 0.0040
16.9079, -6372, 14216, -20718, 0.0030
2.6160, 8028, 13352, -24013, 0.0040
-22.2937, 6888, 14508, -24794, 0.0040
-22.7979, 10632, 16800, -18636, 0.0030
-25.8778, 10376, 16756, -17785, 0.0040
-30.8292, 18116, 20012, -16528, 0.0040
-43.8191, 18872, 11644, 1459, 0.0040
-54.6356, 19332, 9308, 268, 0.0030
-34.6504, 7564, 21904, 24625, 0.0040
-27.5057, 10180, 8400, 21201, 0.0030
-8.0437, -7116, 19724, 25777, 0.0040
20.6234, -2032, 17052, 24146, 0.0030
27.2485, -10324, 15732, 19592, 0.0040
39.4531, -8568, 14160, 19059, 0.0040
45.2836, -12976, 12924, 18107, 0.0030
56.4544, -22900, 16672, 4916, 0.0040
57.2309, -13720, 12696, -4749, 0.0040
43.9455, -6244, 11860, -10902, 0.0030
22.5751, -1768, 20316, -21210, 0.0040
0.1879, 4024, 13564, -24278, 0.0040
-17.1999, 7740, 13476, -25265, 0.0030
