17108,-175,223,116,2
-192,324,-17176,-179,206,96,3
-316,236,-17204,-184,223,132,3
-212,272,-17212,-170,259,109,3
-208,364,-17160,-172,230,121,3
-268,232,-17240,-147,232,99,3
-316,356,-17144,-194,207,123,3
-408,420,-17364,-159,283,101,3
-192,156,-16976,-191,251,113,3
-164,280,-17060,-199,158,106,3
-432,320,-17428,-116,268,116,3
-336,356,-17380,-213,309,123,3
-268,360,-17236,-166,228,105,3
-200,228,-16940,-145,161,100,3
-412,244,-17232,-225,253,106,2
-340,332,-17408,-173,287,152,3
-336,224,-17336,-157,242,98,3
-184,376,-17208,-189,174,126,3
-192,248,-17256,-172,222,111,3
-368,328,-17244,-213,271,138,3
-396,368,-17368,-132,272,129,3
-272,152,-17316,-161,214,121,3
-324,388,-17016,-178,209,109,3
-304,372,-17060,-190,259,106,3
-220,444,-17272,-181,267,132,3
-340,324,-17048,-176,208,103,3
-264,368,-17052,-154,235,144,3
-264,380,-17220,-196,239,150,3
-288,220,-17176,-191,220,146,3
-320,252,-17304,-164,276,112,2
-160,256,-17140,-175,225,110,3
-328,248,-17060,-195,273,133,3
-228,340,-17320,-170,225,108,3
-252,228,-17248,-159,254,121,3
-276,216,-17156,-177,209,121,3
-344,204,-17204,-180,243,129,3
-260,192,-17356,-166,239,123,3
-236,252,-17280,-161,252,125,3
-196,196,-17084,-211,230,107,3
-196,312,-17396,-173,275,122,3
-96,336,-16572,-176,172,108,3
-204,124,-16936,-199,133,134,3
-472,192,-17700,-174,322,112,3
-320,360,-17716,-114,445,110,2
-48,288,-17384,-158,281,117,3
-76,256,-16540,-196,97,126,3
-240,140,-16760,-204,112,66,3
-572,204,-17444,-161,353,116,3
-232,196,-17684,-209,412,113,3
-44,212,-16920,-188,200,99,3
-332,204,-16984,-198,131,132,3
-428,260,-17296,-197,284,105,2
-156,344,-17732,-210,352,94,3
-124,352,-17728,-178,236,115,3
-160,200,-17096,-176,80,121,3
-376,140,-16668,-161,186,110,3
-396,136,-17024,-203,320,99,3
-52,348,-17092,-150,319,119,3
-196,336,-16972,-168,215,131,3
-272,268,-17112,-183,217,125,3
-332,380,-17048,-173,312,126,3
-48,340,-17436,-202,333,118,2
-136,472,-17752,-164,264,123,3
-232,328,-17284,-151,151,91,3
-420,300,-17364,-179,225,124,3
-276,324,-17144,-175,255,121,3
-156,300,-17012,-198,249,148,3
-248,352,-17240,-195,222,94,3
-340,364,-17240,-169,218,127,3
-348,248,-17244,-172,278,87,3
-200,332,-17312,-194,279,129,3
-248,400,-17460,-212,249,113,3
-272,336,-17396,-172,189,122,2
-376,336,-17164,-178,214,94,3
-112,204,-17144,-180,240,90,3
-248,276,-17020,-168,269,114,3
-192,224,-17028,-181,275,127,3
-360,220,-17296,-153,270,129,3
-248,252,-17176,-197,267,121,3
-272,184,-17364,-185,275,121,3
-256,208,-17392,-181,231,110,3
-284,236,-17400,-184,187,144,3
-308,196,-17392,-190,265,107,3
-220,288,-17156,-177,272,97,3
-204,264,-17120,-194,210,124,2
-252,116,-17144,-178,176,105,3
-404,228,-17140,-168,238,121,3
-296,248,-17184,-199,294,111,3
-208,312,-17068,-167,241,128,3
-296,280,-17072,-172,212,116,3
-272,300,-17336,-186,241,104,3
-356,304,-17448,-196,284,92,3
-252,272,-17372,-171,252,128,3
-220,404,-17116,-157,216,104,3
-192,268,-17284,-181,210,121,3
-244,340,-17168,-184,221,106,3
-276,316,-17252,-157,273,120,3
-328,376,-17292,-160,239,117,3
-288,300,-17116,-175,206,118,3
-176,368,-17040,-171,246,113,2
-336,280,-17272,-204,246,107,3
-156,340,-17232,-178,292,119,3
-280,340,-17236,-171,198,124,3
-356,364,-17304,-206,219,130,3
-352,224,-17216,-204,235,106,3
-244,432,-17224,-161,266,127,3
-352,416,-17156,-189,258,89,3
-284,340,-17140,-181,212,116,3
-408,256,-17232,-164,222,112,3
-316,316,-17156,-192,261,110,3
-308,288,-17132,-166,256,134,3
-224,248,-17212,-152,238,120,3
-412,304,-17328,-177,210,129,3
-368,324,-17296,-163,236,129,3
-280,260,-17252,-163,252,104,2
-268,276,-17064,-196,227,121,3
-316,216,-17324,-157,230,118,3
-244,196,-17172,-186,266,117,3
-232,292,-17172,-163,240,107,3
-296,276,-17208,-184,241,116,3
-192,272,-17356,-196,248,110,3
-272,240,-17212,-185,265,121,3
-204,288,-17200,-189,220,121,3
-148,284,-17120,-170,242,125,3
-292,424,-17204,-180,245,114,3
-228,240,-17192,-189,272,120,3
-236,380,-17040,-138,231,103,3
-296,252,-17060,-178,204,112,3
-340,308,-17076,-180,253,115,3
-356,392,-17072,-174,251,126,3
-244,404,-17304,-215,250,94,2
-364,312,-17432,-158,223,102,3
-176,304,-17300,-167,251,123,3
-272,284,-17248,-175,243,120,3
-260,244,-17352,-176,234,118,3
-344,368,-17364,-200,226,104,3
-248,332,-17212,-168,252,130,3
-216,328,-17188,-189,260,99,3
-236,280,-17180,-163,195,138,3
-280,252,-17212,-169,226,134,3
-276,288,-17192,-188,273,103,3
-272,232,-17108,-169,238,114,3
-220,336,-17332,-184,207,112,3
-308,288,-17092,-173,227,111,2
-244,292,-17440,-185,236,100,3
-204,392,-17244,-180,242,130,3
-184,252,-16992,-178,243,126,3
-332,196,-17228,-155,246,132,3
-360,292,-17160,-156,264,131,3
-252,320,-17184,-214,225,107,3
-240,292,-17164,-165,260,112,3
-260,308,-17396,-200,235,119,3
-136,248,-17300,-193,264,103,3
-148,260,-17092,-147,222,103,3
-236,356,-17280,-195,271,114,3
-212,220,-17196,-170,200,125,3
-352,208,-17160,-199,214,110,3
-252,360,-17108,-191,206,144,3
-268,268,-17296,-191,262,110,3
-272,380,-17296,-148,225,132,2
-320,228,-17104,-189,231,96,3
-180,372,-17168,-182,270,123,3
-260,336,-17188,-203,222,111,3
-176,336,-17160,-173,267,101,3
-220,336,-17240,-182,259,104,3
-288,268,-17224,-175,236,124,3
-284,312,-17232,-171,250,123,3
-256,260,-17200,-191,280,119,3
-256,328,-17304,-182,229,125,3
-376,360,-17180,-172,244,115,3
-236,232,-17200,-185,261,93,3
-216,232,-17232,-190,242,130,3
-276,408,-17128,-189,214,110,3
-264,356,-17244,-182,229,111,2
-320,344,-17048,-182,263,92,3
-252,264,-17040,-174,240,137,3
-320,328,-17176,-164,247,102,3
-204,276,-17104,-172,254,117,3
-200,204,-17148,-160,207,108,3
-316,284,-17348,-176,266,106,3
-256,276,-17116,-175,228,106,3
-212,344,-17132,-182,231,149,3
-228,260,-17328,-170,225,117,3
-200,236,-17328,-168,241,100,3
-188,328,-17192,-163,295,89,3
-208,336,-17228,-176,210,138,3
-204,296,-17020,-166,186,111,2
-360,356,-17236,-179,239,120,3
-400,328,-17372,-176,288,100,3
-284,264,-17244,-161,241,123,3
-152,384,-17068,-155,220,110,3
-308,316,-17200,-197,210,126,3
-340,280,-17456,-126,298,124,3
-404,284,-17460,-173,280,115,3
-264,292,-17216,-143,211,122,3
-336,296,-17032,-164,184,93,3
-444,208,-17320,-200,253,121,3
-304,312,-17292,-133,304,101,3
-272,288,-17108,-166,215,120,3
-200,192,-17200,-169,185,144,3
-304,296,-17132,-164,245,111,3
-160,260,-17220,-177,277,89,2
-260,264,-17516,-147,250,153,3
-256,240,-17100,-174,221,89,3
-316,248,-17032,-195,204,131,3
-316,216,-17100,-203,250,113,3
-124,364,-17144,-166,248,115,3
-284,336,-17260,-141,256,65,3
-316,216,-17364,-194,254,131,3
-228,276,-17340,-183,231,95,3
-240,288,-17200,-166,251,116,3
-236,320,-17336,-181,259,121,3
-156,432,-17048,-151,224,99,2
-148,324,-16908,-149,248,106,3
-260,380,-17156,-175,245,115,3
-228,316,-17200,-164,278,99,3
-240,432,-17092,-188,248,110,3
-80,316,-17176,-188,223,128,3
-252,280,-17288,-183,260,104,3
-172,368,-17088,-181,218,115,3
-212,384,-17028,-211,240,116,3
-356,320,-17040,-135,208,135,3
-356,204,-17160,-204,271,109,3
-192,272,-17008,-192,247,121,2
-304,244,-17240,-175,236,111,3
-280,260,-17136,-160,219,120,3
-488,280,-17576,-166,271,111,3
-272,316,-17356,-184,283,143,3
-216,320,-17388,-189,250,117,3
-424,128,-17224,-164,201,115,3
-380,164,-17180,-186,249,94,3
-292,188,-17344,-164,266,122,3
-252,156,-17192,-161,195,111,3
-360,384,-17304,-213,195,118,3
-224,256,-17156,-202,227,104,3
-264,280,-16996,-199,257,111,3
-304,264,-17200,-207,266,130,3
-192,296,-17068,-169,215,99,2
-576,316,-17148,-177,259,124,3
-276,304,-17136,-172,286,93,3
-212,280,-17156,-178,226,115,3
-252,292,-17176,-179,246,136,3
-296,220,-17324,-175,249,141,3
-172,316,-17104,-169,228,92,3
-284,272,-17336,-181,224,137,3
-344,324,-17296,-177,235,98,3
-236,276,-17232,-189,234,120,3
-184,368,-17272,-176,242,116,3
-300,284,-17232,-202,253,90,2
-260,320,-17180,-192,248,107,3
-264,240,-17056,-197,242,117,3
-300,320,-17224,-196,224,132,3
-188,264,-17076,-190,198,125,3
-216,224,-17188,-179,227,119,3
-224,372,-17140,-198,257,136,3
-320,304,-17260,-154,242,114,3
-168,176,-17100,-162,245,125,3
-256,316,-17288,-166,250,112,3
-280,268,-17220,-178,253,103,3
-268,292,-17256,-173,284,107,3
-172,344,-17260,-190,216,123,3
-276,228,-17200,-186,255,131,3
-308,332,-17208,-169,226,107,3
-220,228,-17236,-174,230,147,3
-304,284,-17140,-194,225,127,2
-228,244,-17492,-178,268,116,3
-184,424,-17216,-167,232,136,3
-168,276,-17184,-158,251,114,3
-276,216,-17240,-159,261,119,3
-272,316,-17196,-169,251,107,3
-224,340,-17192,-159,243,130,3
-284,316,-17152,-180,246,111,3
-340,264,-17136,-203,247,109,3
-220,304,-16944,-167,243,135,3
-200,312,-17332,-185,237,118,3
-320,268,-17152,-150,229,104,3
-216,276,-17432,-179,243,111,3
-336,272,-17032,-164,254,134,3
-208,304,-17172,-178,282,111,3
-332,300,-17116,-167,256,117,3
-232,276,-17180,-187,236,125,2
-152,308,-17304,-174,272,86,3
-312,320,-17356,-166,255,124,3
-216,216,-17108,-191,258,115,3
-296,236,-17344,-188,232,102,3
-156,268,-17276,-173,230,122,3
-280,296,-17220,-181,230,103,3
-300,360,-17312,-167,227,130,3
-248,320,-17124,-180,248,136,3
-260,380,-17132,-186,230,139,3
-380,280,-17044,-158,246,131,3
-332,288,-17272,-166,261,117,3
-228,260,-17152,-160,256,100,3
-244,256,-17192,-168,229,115,3
-252,268,-17304,-173,230,98,2
-300,324,-17256,-195,245,117,3
-236,336,-17180,-151,237,120,3
-184,352,-17236,-142,226,127,3
-248,236,-17104,-176,222,126,3
-324,236,-17388,-174,256,108,3
-192,356,-17220,-186,231,119,3
-248,220,-17148,-164,241,83,3
-204,352,-17488,-175,250,130,3
-228,360,-17276,-205,278,100,3
-264,284,-17084,-194,222,115,3
-212,344,-17244,-174,247,96,3
-176,284,-17224,-185,254,116,2
-288,156,-17108,-158,249,108,3
-216,252,-17084,-196,275,108,3
-260,232,-16936,-160,233,113,3
-312,252,-17188,-201,249,118,3
-196,240,-17156,-186,247,112,3
-144,260,-17164,-194,258,106,3
-276,260,-17192,-165,228,122,3
-188,280,-17260,-201,246,116,3
-272,292,-17208,-156,262,130,3
-228,268,-17272,-198,261,124,3
-288,252,-17328,-185,217,117,3
-284,284,-17288,-175,235,108,3
-308,304,-17340,-182,258,107,3
-264,380,-17204,-172,244,123,3
-284,376,-17244,-178,214,97,2
-308,272,-17244,-180,230,97,3
-196,320,-17364,-198,240,106,3
-332,216,-17060,-178,233,149,3
-260,332,-17204,-195,266,121,3
-332,336,-17248,-152,231,112,3
-260,236,-17060,-190,274,107,3
-212,272,-17156,-171,220,113,3
-320,228,-17192,-163,237,123,3
-240,328,-17244,-196,273,110,3
-292,296,-17148,-213,230,117,3
-288,316,-17156,-147,244,115,3
-296,244,-17296,-207,232,133,3
-288,336,-17428,-177,261,108,3
-248,216,-17252,-179,216,112,3
-316,224,-17072,-205,228,83,2
-260,164,-17292,-186,236,141,3
-308,320,-17080,-213,256,120,3
-236,260,-17344,-161,264,110,3
-328,352,-17224,-199,238,107,3
-340,372,-17412,-139,285,108,3
-188,248,-17316,-170,256,111,3
-224,392,-17080,-175,245,105,3
-140,272,-17124,-161,210,127,3
-252,288,-17076,-196,267,126,3
-144,380,-17224,-189,272,123,3
-264,260,-17320,-192,217,129,3
-256,392,-17276,-139,265,111,3
-52,276,-17100,-202,236,136,2
-148,440,-17280,-176,235,112,3
-240,284,-17324,-165,216,114,3
-212,400,-17096,-172,206,135,3
-272,308,-17104,-145,239,106,3
-168,320,-17084,-169,196,121,3
-276,308,-17124,-178,236,126,3
-388,344,-17432,-184,283,115,3
-168,372,-17116,-162,265,144,3
