# angle, angle_rate, angle_acce, power
-2.612030506134033203e-01,-4.899172112345695496e-02,-1.966198682785034180e-01,-1.638795089721679688e+01
-2.562483549118041992e-01,-4.910461977124214172e-02,-1.966198682785034180e-01,-1.624949836730957031e+01
-2.561494112014770508e-01,-4.921087995171546936e-02,-2.882229089736938477e-01,-1.636266136169433594e+01
-2.461063861846923828e-01,-4.921140149235725403e-02,-2.882229089736938477e-01,-1.570154666900634766e+01
-2.281230688095092773e-01,-4.903206229209899902e-02,3.835328221321105957e-01,-1.471572208404541016e+01
-2.214874029159545898e-01,-4.879533126950263977e-02,1.316244155168533325e-01,-1.464778900146484375e+01
-2.137584686279296875e-01,-4.849315062165260315e-02,-2.868093177676200867e-02,-1.425182247161865234e+01
-2.026026248931884766e-01,-4.809451848268508911e-02,-4.394810646772384644e-02,-1.364357089996337891e+01
-2.075347900390625000e-01,-4.776513949036598206e-02,-1.966198682785034180e-01,-1.418028640747070312e+01
-2.015935182571411133e-01,-4.739281535148620605e-02,-2.653221487998962402e-01,-1.364125442504882812e+01
-1.980086565017700195e-01,-4.700325801968574524e-02,-3.034901022911071777e-01,-1.349476242065429688e+01
-1.827285289764404297e-01,-4.648037627339363098e-02,-6.684887409210205078e-02,-1.251034259796142578e+01
-1.769644021987915039e-01,-4.592600092291831970e-02,-1.584519296884536743e-01,-1.240792179107666016e+01
-1.775665283203125000e-01,-4.540536925196647644e-02,-7.615053653717041016e-01,-1.252059078216552734e+01
-2.020605802536010742e-01,-4.515570402145385742e-02,-1.723337411880493164e+00,-1.409949016571044922e+01
-2.345219850540161133e-01,-4.524313658475875854e-02,-2.326390743255615234e+00,-1.571492290496826172e+01
-2.700743675231933594e-01,-4.568172246217727661e-02,-1.921810746192932129e+00,-1.739580154418945312e+01
-2.852418422698974609e-01,-4.625005647540092468e-02,-4.943297803401947021e-01,-1.767577362060546875e+01
-2.833763360977172852e-01,-4.677131399512290955e-02,1.162158727645874023e+00,-1.727331924438476562e+01
-2.598516941070556641e-01,-4.703126847743988037e-02,1.643074750900268555e+00,-1.578724002838134766e+01
-2.250707149505615234e-01,-4.693041369318962097e-02,1.391166448593139648e+00,-1.399593734741210938e+01
-1.991212368011474609e-01,-4.657510295510292053e-02,7.881129384040832520e-01,-1.300882244110107422e+01
-1.869105100631713867e-01,-4.611545056104660034e-02,-3.034901022911071777e-01,-1.272455310821533203e+01
-1.911051273345947266e-01,-4.572072997689247131e-02,-1.089749693870544434e+00,-1.322897911071777344e+01
-2.048189640045166016e-01,-4.548288136720657349e-02,-3.187572658061981201e-01,-1.401820659637451172e+01
-2.010376453399658203e-01,-4.521911591291427612e-02,9.942198395729064941e-01,-1.344026374816894531e+01
-1.868879795074462891e-01,-4.482704028487205505e-02,2.101089954376220703e+00,-1.254829502105712891e+01
-1.616945266723632812e-01,-4.420263320207595825e-02,2.436967849731445312e+00,-1.113054180145263672e+01
-1.370910406112670898e-01,-4.336340725421905518e-02,2.146891593933105469e+00,-9.972040176391601562e+00
-1.102478504180908203e-01,-4.229771345853805542e-02,1.589639663696289062e+00,-8.629331588745117188e+00
-9.440922737121582031e-02,-4.112692177295684814e-02,1.261395454406738281e+00,-8.051811218261718750e+00
-7.824885845184326172e-02,-3.985306248068809509e-02,9.102503657341003418e-01,-7.200871467590332031e+00
-7.801449298858642578e-02,-3.864055499434471130e-02,6.888763308525085449e-01,-7.415225505828857422e+00
-6.147646903991699219e-02,-3.732329234480857849e-02,7.652121782302856445e-01,-6.192357540130615234e+00
-4.637110233306884766e-02,-3.592083975672721863e-02,5.209373831748962402e-01,-5.413208007812500000e+00
-3.885519504547119141e-02,-3.451335057616233826e-02,-3.416580259799957275e-01,-5.103375911712646484e+00
-4.529714584350585938e-02,-3.324064984917640686e-02,-9.599786400794982910e-01,-5.562754631042480469e+00
-5.099093914031982422e-02,-3.208852559328079224e-02,-1.662268757820129395e+00,-5.678760528564453125e+00
-5.459392070770263672e-02,-3.103003837168216705e-02,-1.410360336303710938e+00,-5.682735443115234375e+00
-5.125939846038818359e-02,-2.999112941324710846e-02,-1.219520568847656250e+00,-5.276397705078125000e+00
-5.869042873382568359e-02,-2.907847799360752106e-02,-1.425627470016479492e+00,-5.746407508850097656e+00
-6.078934669494628906e-02,-2.823244780302047729e-02,-1.837841272354125977e+00,-5.634788990020751953e+00
-8.009016513824462891e-02,-2.762172557413578033e-02,-2.929444313049316406e+00,-6.800632476806640625e+00
-1.059553623199462891e-01,-2.730019204318523407e-02,-3.692803144454956055e+00,-8.052256584167480469e+00
-1.365041732788085938e-01,-2.730022370815277100e-02,-4.043948173522949219e+00,-9.502264022827148438e+00
-1.656227111816406250e-01,-2.759144082665443420e-02,-3.807307004928588867e+00,-1.078498935699462891e+01
-1.971858739852905273e-01,-2.818372659385204315e-02,-3.234787702560424805e+00,-1.229158592224121094e+01
-2.213572263717651367e-01,-2.898811362683773041e-02,-3.746238231658935547e+00,-1.327814006805419922e+01
-2.725706100463867188e-01,-3.026441298425197601e-02,-4.692802906036376953e+00,-1.626167678833007812e+01
-3.067227602005004883e-01,-3.181841969490051270e-02,-4.524864196777343750e+00,-1.755335044860839844e+01
-3.559608459472656250e-01,-3.378710523247718811e-02,-4.395092964172363281e+00,-2.025865554809570312e+01
-4.105228185653686523e-01,-3.620297834277153015e-02,-4.334024429321289062e+00,-2.303052520751953125e+01
-4.479064941406250000e-01,-3.887189179658889771e-02,-3.891276359558105469e+00,-2.457697105407714844e+01
-4.788180589675903320e-01,-4.171647876501083374e-02,-2.952345132827758789e+00,-2.609109497070312500e+01
-4.936181306838989258e-01,-4.456683620810508728e-02,-1.723337411880493164e+00,-2.668371200561523438e+01
-5.019657611846923828e-01,-4.735814779996871948e-02,-1.631734371185302734e+00,-2.719771194458007812e+01
-5.234909057617187500e-01,-5.022515356540679932e-02,-2.776772499084472656e+00,-2.873151588439941406e+01
-5.311867594718933105e-01,-5.302575975656509399e-02,-3.242421388626098633e+00,-2.905580902099609375e+01
-5.489737391471862793e-01,-5.586420744657516479e-02,-3.891276359558105469e+00,-3.035406875610351562e+01
-5.874716043472290039e-01,-5.894571170210838318e-02,-4.486696243286132812e+00,-3.282381439208984375e+01
-6.205164790153503418e-01,-6.220359355211257935e-02,-5.929444313049316406e+00,-3.449695968627929688e+01
-6.793023943901062012e-01,-6.588643044233322144e-02,-7.417994022369384766e+00,-3.803376007080078125e+01
-7.470764517784118652e-01,-7.006287574768066406e-02,-9.250055313110351562e+00,-4.165004730224609375e+01
-8.150779604911804199e-01,-7.471051067113876343e-02,-1.024242115020751953e+01,-4.513259887695312500e+01
-9.132808446884155273e-01,-8.010779321193695068e-02,-1.115081787109375000e+01,-5.068217086791992188e+01
-1.017201423645019531e+00,-8.627441525459289551e-02,-1.176150512695312500e+01,-5.602572250366210938e+01
-1.122012019157409668e+00,-9.318080544471740723e-02,-1.321188735961914062e+01,-6.137874984741210938e+01
-1.241591095924377441e+00,-1.009376794099807739e-01,-1.501341342926025391e+01,-6.777529144287109375e+01
-1.368144869804382324e+00,-1.095722466707229614e-01,-1.650959777832031250e+01,-7.439874267578125000e+01
-1.529980540275573730e+00,-1.193934381008148193e-01,-1.805158233642578125e+01,-8.332170104980468750e+01
-1.724627852439880371e+00,-1.306700557470321655e-01,-2.017371940612792969e+01,-9.378731536865234375e+01
-1.924002647399902344e+00,-1.433765739202499390e-01,-2.169280433654785156e+01,-1.039922561645507812e+02
-2.122539281845092773e+00,-1.574331223964691162e-01,-2.283784294128417969e+01,-1.141771163940429688e+02
-2.333238124847412109e+00,-1.728938519954681396e-01,-2.363936805725097656e+01,-1.253283081054687500e+02
-2.525923490524291992e+00,-1.895083785057067871e-01,-2.347142982482910156e+01,-1.351416015625000000e+02
-2.723533153533935547e+00,-2.072682976722717285e-01,-2.197524642944335938e+01,-1.457935028076171875e+02
-2.899327754974365234e+00,-2.258981466293334961e-01,-2.023478889465332031e+01,-1.549860534667968750e+02
-3.045705318450927734e+00,-2.450602799654006958e-01,-1.721952247619628906e+01,-1.627692565917968750e+02
-3.203535079956054688e+00,-2.648426294326782227e-01,-1.746379661560058594e+01,-1.720184631347656250e+02
-3.350383996963500977e+00,-2.851043343544006348e-01,-1.831875801086425781e+01,-1.803403930664062500e+02
-3.498821496963500977e+00,-3.058373332023620605e-01,-1.663173484802246094e+01,-1.890568237304687500e+02
-3.698920249938964844e+00,-3.275346755981445312e-01,-1.793707847595214844e+01,-2.012499389648437500e+02
-3.953488826751708984e+00,-3.506928086280822754e-01,-1.931875801086425781e+01,-2.160572662353515625e+02
-4.245866298675537109e+00,-3.756168186664581299e-01,-2.056303215026855469e+01,-2.323481292724609375e+02
-4.465419292449951172e+00,-4.014901518821716309e-01,-1.476150512695312500e+01,-2.430968322753906250e+02
-4.460511684417724609e+00,-4.260207712650299072e-01,3.833914518356323242e+00,-2.404801025390625000e+02
-4.284768104553222656e+00,-4.475674033164978027e-01,2.071177673339843750e+01,-2.311992492675781250e+02
-3.960417270660400391e+00,-4.647932052612304688e-01,3.041406631469726562e+01,-2.154077301025390625e+02
-3.556408405303955078e+00,-4.771175980567932129e-01,4.286444854736328125e+01,-1.971118621826171875e+02
-3.017860412597656250e+00,-4.834403097629547119e-01,5.112398910522460938e+01,-1.710600433349609375e+02
-2.584851741790771484e+00,-4.851168096065521240e-01,4.600185394287109375e+01,-1.544536895751953125e+02
-2.165224075317382812e+00,-4.825131893157958984e-01,4.000185394287109375e+01,-1.359736938476562500e+02
-1.791498184204101562e+00,-4.763025045394897461e-01,3.727666091918945312e+01,-1.198602752685546875e+02
-1.476476430892944336e+00,-4.672521352767944336e-01,3.376521301269531250e+01,-1.063242187500000000e+02
-1.269469857215881348e+00,-4.565842449665069580e-01,2.542933273315429688e+01,-9.846740722656250000e+01
-1.154965758323669434e+00,-4.453046619892120361e-01,1.593315029144287109e+01,-9.428643798828125000e+01
-1.007457733154296875e+00,-4.331139922142028809e-01,1.486444854736328125e+01,-8.580128479003906250e+01
-8.326482772827148438e-01,-4.197847545146942139e-01,1.758963966369628906e+01,-7.612003326416015625e+01
-7.700414657592773438e-01,-4.064959287643432617e-01,1.245223522186279297e+01,-7.445320129394531250e+01
-8.148083090782165527e-01,-3.943192064762115479e-01,3.224641084671020508e-01,-7.753009033203125000e+01
-8.159605860710144043e-01,-3.827628493309020996e-01,-7.615053653717041016e-01,-7.543326568603515625e+01
-7.605175971984863281e-01,-3.712298870086669922e-01,4.146891593933105469e+00,-7.055808258056640625e+01
-7.014981508255004883e-01,-3.596833646297454834e-01,2.742311477661132812e+00,-6.668754577636718750e+01
-6.907049417495727539e-01,-3.486062586307525635e-01,-1.715703845024108887e+00,-6.612920379638671875e+01
-6.983535885810852051e-01,-3.381594717502593994e-01,-3.479062557220458984e+00,-6.579529571533203125e+01
-6.965531110763549805e-01,-3.282170295715332031e-01,-3.585932731628417969e+00,-6.448442840576171875e+01
-7.181230783462524414e-01,-3.189874291419982910e-01,-5.876008987426757812e+00,-6.499800872802734375e+01
-7.748059630393981934e-01,-3.107860982418060303e-01,-9.234787940979003906e+00,-6.742371368408203125e+01
-8.376220464706420898e-01,-3.036230206489562988e-01,-1.068516921997070312e+01,-6.959072875976562500e+01
-9.151282906532287598e-01,-2.975931465625762939e-01,-1.157829952239990234e+01,-7.271013641357421875e+01
-1.024922132492065430e+00,-2.929627299308776855e-01,-1.417371940612792969e+01,-7.778381347656250000e+01
-1.160334467887878418e+00,-2.899179160594940186e-01,-1.609738349914550781e+01,-8.400419616699218750e+01
-1.294167160987854004e+00,-2.883636951446533203e-01,-1.673860549926757812e+01,-8.971144866943359375e+01
-1.466466665267944336e+00,-2.886101901531219482e-01,-1.889127731323242188e+01,-9.817957305908203125e+01
-1.644241452217102051e+00,-2.906220853328704834e-01,-2.062410163879394531e+01,-1.063468399047851562e+02
-1.828316450119018555e+00,-2.943741679191589355e-01,-2.187601089477539062e+01,-1.149892807006835938e+02
-2.024766445159912109e+00,-2.999030947685241699e-01,-2.237219238281250000e+01,-1.244938049316406250e+02
-2.221807479858398438e+00,-3.071260154247283936e-01,-2.244089508056640625e+01,-1.339402160644531250e+02
-2.410180091857910156e+00,-3.158715069293975830e-01,-2.244089508056640625e+01,-1.429579315185546875e+02
-2.599376201629638672e+00,-3.260716795921325684e-01,-2.190654373168945312e+01,-1.523701477050781250e+02
-2.795869112014770508e+00,-3.377268016338348389e-01,-2.150959777832031250e+01,-1.623961029052734375e+02
-3.017889976501464844e+00,-3.510193526744842529e-01,-2.378440666198730469e+01,-1.741166534423828125e+02
-3.244923114776611328e+00,-3.659176230430603027e-01,-2.392944526672363281e+01,-1.857733154296875000e+02
-3.373177528381347656e+00,-3.813535273075103760e-01,-1.744089508056640625e+01,-1.908510131835937500e+02
-3.493521213531494141e+00,-3.972210586071014404e-01,-1.241799354553222656e+01,-1.976188507080078125e+02
-3.670730590820312500e+00,-4.140672981739044189e-01,-1.766990280151367188e+01,-2.084171295166015625e+02
-3.736538410186767578e+00,-4.307293295860290527e-01,-9.463795661926269531e+00,-2.105901336669921875e+02
-3.732842445373535156e+00,-4.465212821960449219e-01,1.681242704391479492e+00,-2.105280914306640625e+02
-3.768298625946044922e+00,-4.618781805038452148e-01,8.720824122428894043e-01,-2.145328521728515625e+02
-3.729087352752685547e+00,-4.760751724243164062e-01,5.994219779968261719e+00,-2.126269531250000000e+02
-3.535478591918945312e+00,-4.876261651515960693e-01,2.020796012878417969e+01,-2.018895416259765625e+02
-3.275101661682128906e+00,-4.959958791732788086e-01,2.755147171020507812e+01,-1.898034362792968750e+02
-3.021777629852294922e+00,-5.014138817787170410e-01,3.026902770996093750e+01,-1.793447418212890625e+02
-2.625183105468750000e+00,-5.025950074195861816e-01,4.045223236083984375e+01,-1.588318176269531250e+02
-2.132054328918457031e+00,-4.987858235836029053e-01,5.219269180297851562e+01,-1.345736083984375000e+02
-1.692256927490234375e+00,-4.907690584659576416e-01,5.118505859375000000e+01,-1.155235137939453125e+02
-1.391219615936279297e+00,-4.801428020000457764e-01,3.897895050048828125e+01,-1.041990890502929688e+02
-1.139258027076721191e+00,-4.675282537937164307e-01,2.878811264038085938e+01,-9.286553955078125000e+01
-1.015511631965637207e+00,-4.543069303035736084e-01,2.123849296569824219e+01,-8.886088562011718750e+01
-1.015110254287719727e+00,-4.417426884174346924e-01,7.780479431152343750e+00,-9.025650787353515625e+01
-9.878391623497009277e-01,-4.295339584350585938e-01,3.444601535797119141e+00,-8.720657348632812500e+01
-9.169061183929443359e-01,-4.172263145446777344e-01,6.505670070648193359e+00,-8.185237884521484375e+01
-7.991279959678649902e-01,-4.043563008308410645e-01,1.107818889617919922e+01,-7.430452728271484375e+01
-6.569223403930664062e-01,-3.907077014446258545e-01,1.279574680328369141e+01,-6.609128570556640625e+01
-5.373299717903137207e-01,-3.765455782413482666e-01,1.252857112884521484e+01,-5.985495376586914062e+01
-3.972290754318237305e-01,-3.616905808448791504e-01,1.211635684967041016e+01,-5.169630813598632812e+01
-2.748079299926757812e-01,-3.463541269302368164e-01,1.077284622192382812e+01,-4.510597991943359375e+01
-1.472898721694946289e-01,-3.305093348026275635e-01,9.498036384582519531e+00,-3.773857116699218750e+01
-3.502726554870605469e-02,-3.143341243267059326e-01,9.215594291687011719e+00,-3.145663070678710938e+01
7.851362228393554688e-02,-2.978322803974151611e-01,8.375899314880371094e+00,-2.472175598144531250e+01
1.637988090515136719e-01,-2.813026905059814453e-01,6.123991012573242188e+00,-1.987836837768554688e+01
2.350264787673950195e-01,-2.648873031139373779e-01,4.467502117156982422e+00,-1.535503196716308594e+01
2.964427471160888672e-01,-2.486784905195236206e-01,4.154525279998779297e+00,-1.119244861602783203e+01
3.488250970840454102e-01,-2.327563017606735229e-01,3.330097675323486328e+00,-7.440719604492187500e+00
3.917266130447387695e-01,-2.172012329101562500e-01,2.154525279998779297e+00,-4.154712677001953125e+00
4.335528612136840820e-01,-2.020056247711181641e-01,1.330097675323486328e+00,-7.686532735824584961e-01
4.539322853088378906e-01,-1.873660236597061157e-01,4.140671491622924805e-01,1.167184352874755859e+00
4.607887268066406250e-01,-1.733898371458053589e-01,-8.912763595581054688e-01,2.612257480621337891e+00
4.568375349044799805e-01,-1.601519584655761719e-01,-2.158452033996582031e+00,3.564269304275512695e+00
4.440588951110839844e-01,-1.477037668228149414e-01,-2.792039632797241211e+00,4.089119911193847656e+00
4.363058805465698242e-01,-1.359555274248123169e-01,-3.349291563034057617e+00,5.067582607269287109e+00
4.075800180435180664e-01,-1.250819414854049683e-01,-4.402726650238037109e+00,4.460388183593750000e+00
3.725701570510864258e-01,-1.151021420955657959e-01,-5.402726650238037109e+00,3.806431770324707031e+00
3.166066408157348633e-01,-1.061809733510017395e-01,-5.937077999114990234e+00,1.797384500503540039e+00
2.729675769805908203e-01,-9.814225137233734131e-02,-6.486696243286132812e+00,9.714087247848510742e-01
2.154704332351684570e-01,-9.108043462038040161e-02,-7.448528289794921875e+00,-1.141035437583923340e+00
1.557891368865966797e-01,-8.496851474046707153e-02,-8.234787940979003906e+00,-3.191394805908203125e+00
9.108996391296386719e-02,-7.980918884277343750e-02,-8.837841033935546875e+00,-5.623359680175781250e+00
8.416414260864257812e-03,-7.573456317186355591e-02,-9.211887359619140625e+00,-9.244111061096191406e+00
-7.831919193267822266e-02,-7.273103296756744385e-02,-1.004394817352294922e+01,-1.284894371032714844e+01
-1.649527549743652344e-01,-7.074400782585144043e-02,-1.063173389434814453e+01,-1.646257400512695312e+01
-2.594949007034301758e-01,-6.980175524950027466e-02,-1.082257366180419922e+01,-2.070841598510742188e+01
-3.622301816940307617e-01,-6.993396580219268799e-02,-1.161646747589111328e+01,-2.543248748779296875e+01
-4.646617174148559570e-01,-7.108388096094131470e-02,-1.174623775482177734e+01,-3.006148147583007812e+01
-5.755005478858947754e-01,-7.328469306230545044e-02,-1.229585647583007812e+01,-3.536068725585937500e+01
-6.967445015907287598e-01,-7.658790051937103271e-02,-1.255539894104003906e+01,-4.127615356445312500e+01
-8.201204538345336914e-01,-8.095970749855041504e-02,-1.308211612701416016e+01,-4.721410751342773438e+01
-9.479340314865112305e-01,-8.639106899499893188e-02,-1.336455917358398438e+01,-5.350750350952148438e+01
-1.071744561195373535e+00,-9.278896450996398926e-02,-1.356303215026855469e+01,-5.953864669799804688e+01
-1.200530290603637695e+00,-1.001548171043395996e-01,-1.392944431304931641e+01,-6.608596801757812500e+01
-1.331570029258728027e+00,-1.084627807140350342e-01,-1.411265087127685547e+01,-7.276998901367187500e+01
-1.471576690673828125e+00,-1.177554130554199219e-01,-1.447906303405761719e+01,-8.009822845458984375e+01
-1.612654805183410645e+00,-1.279941797256469727e-01,-1.456303215026855469e+01,-8.739785766601562500e+01
-1.752683162689208984e+00,-1.391212940216064453e-01,-1.499814701080322266e+01,-9.469612884521484375e+01
-1.887705922126770020e+00,-1.510422974824905396e-01,-1.533402442932128906e+01,-1.017686004638671875e+02
-2.026261806488037109e+00,-1.637527942657470703e-01,-1.566226959228515625e+01,-1.092656250000000000e+02
